NomDeNaissance;Prenom;Sexe;DateDeNaissance;TypeMandat;DateDebutMandat;DateFinMandat;MotifFinMandat;TypeFonction;DateDebutFonction;DateFinFonction;MotifFinFonction;Mandature;NuancePolitique;NomTerritoire;TypeTerritoire
MELLAN;VICTOR;M;26/08/1923;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;SOC;PENNES MIRABEAU;Commune
VULPIAN;CLAUDE;M;22/11/1936;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;SOC;SAINT MARTIN DE CRAU;Commune
FUZIER;CLAUDE;M;02/06/1924;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;SOC;BONDY;Commune
MILLON;CHARLES;M;12/11/1945;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;UDF;BELLEY;Commune
VOUILLOT;HERVE;M;01/04/1943;CONSEILLER MUNICIPAL;01/02/1984;10/03/1989;FM;M;01/02/1984;10/03/1989;FM;1983;SOC;QUETIGNY;Commune
MASSONNAUD RICHARD;FRANCOISE;F;NA;CONSEILLER MUNICIPAL;15/05/1984;10/03/1989;FM;M;15/05/1984;10/03/1989;FM;1983;DROITE;NOISY LE GRAND;Commune
MORETEAU;JEAN;M;23/06/1942;CONSEILLER MUNICIPAL;01/02/1985;10/03/1989;FM;M;01/02/1985;10/03/1989;FM;1983;PS;BOURG EN BRESSE;Commune
COLSON;MAURICE;M;01/01/1932;CONSEILLER MUNICIPAL;01/02/1986;10/03/1989;FM;M;01/02/1986;10/03/1989;FM;1983;DVD;LONGVIC;Commune
MEYLAN;PASCAL;M;01/05/1935;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;01/01/1991;10/06/1995;FM;1989;CENTRE;FERNEY VOLTAIRE;Commune
MALLIE;RICHARD;M;25/10/1948;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;04/05/1990;10/06/1995;FM;1989;CENTRE;BOUC BEL AIR;Commune
PONTONE;ANTOINE;M;NA;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;10/05/1989;10/06/1995;FM;1989;CENTRE;NOISY LE GRAND;Commune
PROBERT;GERARD;M;NA;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;01/01/1993;10/06/1995;FM;1989;CENTRE;CLICHY SOUS BOIS;Commune
TARDITO;JEAN;M;19/12/1933;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;COM;AUBAGNE;Commune
MARTIN;LUCIENNE;F;01/01/1937;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;COM;AURIOL;Commune
LOMBARD;PAUL;M;15/12/1927;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;COM;MARTIGUES;Commune
VAXES;MICHEL;M;14/11/1940;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;04/05/1990;10/06/1995;FM;1989;COM;PORT DE BOUC;Commune
RALITE;JACK;M;14/05/1928;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;COM;AUBERVILLIERS;Commune
MARSON;JAMES;M;01/11/1926;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;COM;LA COURNEUVE;Commune
BRARD;JEAN PIERRE;M;07/02/1948;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;COM;MONTREUIL;Commune
ISABET;JACQUES;M;10/07/1939;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;COM;PANTIN;Commune
CLEMENT;ROBERT;M;18/01/1939;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;COM;ROMAINVILLE;Commune
BRAOUEZEC;PATRICK;M;11/12/1950;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;13/06/1991;10/06/1995;FM;1989;COM;SAINT DENIS;Commune
VERGNAUD;BERNARD;M;01/01/1932;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;COM;SEVRAN;Commune
DECHAMPS;ANDRE;M;NA;CONSEILLER MUNICIPAL;12/03/1989;01/03/1990;NA;M;19/03/1989;01/03/1990;NA;1989;COM;CLICHY SOUS BOIS;Commune
CHAPUIS;CHRISTIAN;M;NA;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;01/03/1990;01/02/1991;NA;1989;COM;CLICHY SOUS BOIS;Commune
GUICHON;LUCIEN;M;09/02/1932;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;12/03/1989;10/06/1995;FM;1989;DROITE;OYONNAX;Commune
BRENOT;LUCIEN;M;29/03/1948;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;12/03/1989;10/06/1995;FM;1989;DROITE;CHEVIGNY SAINT SAUVEUR;Commune
POUJADE;ROBERT;M;06/05/1928;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;12/03/1989;10/06/1995;FM;1989;DROITE;DIJON;Commune
CARMINATI;BAPTISTE;M;NA;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;12/03/1989;10/06/1995;FM;1989;DROITE;TALANT;Commune
AILLAUD;THERESE;F;05/11/1931;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;DROITE;TARASCON;Commune
MASSONNAUD RICHARD;FRANCOISE;F;NA;CONSEILLER MUNICIPAL;12/03/1989;06/09/1993;DM;M;19/03/1989;06/09/1993;DM;1989;DROITE;NOISY LE GRAND;Commune
MARCELPOIL;ROBERT;M;NA;CONSEILLER MUNICIPAL;12/03/1989;22/12/1991;DC;M;12/03/1989;22/12/1991;DC;1989;DVD;AMBERIEU EN BUGEY;Commune
COLSON;MAURICE;M;01/01/1932;CONSEILLER MUNICIPAL;12/03/1989;05/06/1995;FM;M;12/03/1989;05/06/1995;FM;1989;DVD;LONGVIC;Commune
DELEUIL;LAURENS;M;08/11/1918;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;DVD;MARIGNANE;Commune
CADOT;ANDRE;M;NA;CONSEILLER MUNICIPAL;12/03/1989;01/02/1993;DM;M;19/03/1989;01/02/1993;DM;1989;DVD;LE BOURGET;Commune
LE BRIS;ALBERT;M;NA;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;01/02/1993;10/06/1995;FM;1989;DVD;LE BOURGET;Commune
MEGE;RAYMOND;M;01/01/1919;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;DVD;RAINCY;Commune
HUBERT;BERTRAND;M;NA;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;12/03/1989;10/06/1995;FM;1989;DVG;SAINT GENIS POUILLY;Commune
PRUVOST;JEAN CLAUDE;M;NA;CONSEILLER MUNICIPAL;12/03/1989;01/12/1990;NA;M;12/03/1989;01/12/1990;NA;1989;GE;DIVONNE LES BAINS;Commune
CAMOIN;JEAN PIERRE;M;09/05/1942;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;RPR;ARLES;Commune
ABRIOUX;JEAN CLAUDE;M;01/12/1931;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;RPR;AULNAY SOUS BOIS;Commune
MOINE;HENRI;M;22/03/1921;CONSEILLER MUNICIPAL;12/03/1989;01/06/1995;FM;M;12/03/1989;01/06/1995;FM;1989;RPR;BEAUNE;Commune
VALBON;GEORGES;M;08/08/1924;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;PCF;BOBIGNY;Commune
MARTIN;RAYMOND;M;NA;CONSEILLER MUNICIPAL;12/03/1989;01/06/1993;DC;M;19/03/1989;01/06/1993;DC;1989;NA;CABRIES;Commune
MATTEODA;MARCEL;M;NA;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;02/06/1993;10/06/1995;FM;1989;NA;CABRIES;Commune
NILES;MAURICE;M;12/09/1919;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;PCF;DRANCY;Commune
MORELON;PAUL;M;29/10/1922;CONSEILLER MUNICIPAL;12/03/1989;05/06/1995;FM;M;12/03/1989;05/06/1995;FM;1989;NA;FONTAINE LES DIJON;Commune
NICOD;MICHEL;M;08/10/1939;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;12/03/1989;10/06/1995;FM;1989;NA;GEX;Commune
LAFOND;JEAN PIERRE;M;17/02/1940;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;UDF;LA CIOTAT;Commune
BEAUFORT;JEAN;M;04/02/1928;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;12/03/1989;10/06/1995;FM;1989;DVD;MIRIBEL;Commune
RIEUBON;RENE;M;04/03/1918;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;19/03/1990;DM;1989;PCF;PORT DE BOUC;Commune
MORIN;PAUL;M;29/06/1924;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;12/03/1989;10/06/1995;FM;1989;RAD;BOURG EN BRESSE;Commune
BERTHELOT;MARCELIN;M;09/10/1927;CONSEILLER MUNICIPAL;12/03/1989;12/06/1991;DM;M;19/03/1989;12/06/1991;DM;1989;PCF;SAINT DENIS;Commune
ANDREONI;SERGE;M;15/03/1940;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;PS;BERRE L ETANG;Commune
CARRAZ;ROLAND;M;18/05/1943;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;12/03/1989;10/06/1995;FM;1989;SOC;CHENOVE;Commune
VOUILLOT;HERVE;M;01/04/1943;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;12/03/1989;10/06/1995;FM;1989;SOC;QUETIGNY;Commune
VIGOUROUX;ROBERT;M;21/03/1923;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;SOC;MARSEILLE;Commune
MELLAN;VICTOR;M;26/08/1923;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;SOC;PENNES MIRABEAU;Commune
VULPIAN;CLAUDE;M;22/11/1936;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;SOC;SAINT MARTIN DE CRAU;Commune
FUZIER;CLAUDE;M;02/06/1924;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;1989;SOC;BONDY;Commune
MILLON;CHARLES;M;12/11/1945;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;12/03/1989;10/06/1995;FM;1989;UDF;BELLEY;Commune
BLANC;ETIENNE;M;29/08/1954;CONSEILLER MUNICIPAL;20/01/1991;05/06/1995;FM;M;20/01/1991;05/06/1995;FM;1989;CENTRE;DIVONNE LES BAINS;Commune
DECHAMPS;ANDRE;M;NA;CONSEILLER MUNICIPAL;01/02/1991;01/01/1993;NA;M;01/02/1991;01/01/1993;NA;1989;DVG;CLICHY SOUS BOIS;Commune
BOLLIET;GILLES;M;NA;CONSEILLER MUNICIPAL;01/01/1992;10/06/1995;FM;M;01/01/1992;10/06/1995;FM;1989;DVD;AMBERIEU EN BUGEY;Commune
BLANC;ETIENNE;M;29/08/1954;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;1995;CENTRE;DIVONNE LES BAINS;Commune
MALLIE;RICHARD;M;25/10/1948;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;CENTRE;BOUC BEL AIR;Commune
GAILLANT;FREDERIC;M;NA;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;CENTRE;LE BOURGET;Commune
MARSON;JAMES;M;01/11/1926;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;12/06/1995;25/10/1996;DM;1995;COM;LA COURNEUVE;Commune
TARDITO;JEAN;M;19/12/1933;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;COM;AUBAGNE;Commune
MARTIN;LUCIENNE;F;01/01/1937;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;COM;AURIOL;Commune
SANNA;ROSY;F;01/01/1940;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;COM;LA CIOTAT;Commune
LOMBARD;PAUL;M;15/12/1927;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;COM;MARTIGUES;Commune
VAXES;MICHEL;M;14/11/1940;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;COM;PORT DE BOUC;Commune
RALITE;JACK;M;14/05/1928;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;COM;AUBERVILLIERS;Commune
BIRSINGER;BERNARD;M;01/09/1954;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;COM;BOBIGNY;Commune
CONTE;GILBERT;M;01/01/1941;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;01/03/1997;10/03/2001;FM;1995;COM;DRANCY;Commune
POUX;GILLES;M;07/06/1957;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;COM;LA COURNEUVE;Commune
BRARD;JEAN PIERRE;M;07/02/1948;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;COM;MONTREUIL;Commune
ISABET;JACQUES;M;10/07/1939;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;COM;PANTIN;Commune
CLEMENT;ROBERT;M;18/01/1939;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;19/05/1998;DM;1995;COM;ROMAINVILLE;Commune
VALLS;CORINNE;F;02/02/1957;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;20/05/1998;10/03/2001;FM;1995;COM;ROMAINVILLE;Commune
BRAOUEZEC;PATRICK;M;11/12/1950;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;COM;SAINT DENIS;Commune
SUGUENOT;ALAIN;M;17/09/1951;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/03/1995;10/03/2001;FM;1995;DROITE;BEAUNE;Commune
PIRALLA;GILLES;M;05/10/1949;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;1995;DROITE;AMBERIEU EN BUGEY;Commune
GUICHON;LUCIEN;M;09/02/1932;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;1995;DROITE;OYONNAX;Commune
BRENOT;LUCIEN;M;29/03/1948;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;1995;DROITE;CHEVIGNY SAINT SAUVEUR;Commune
POUJADE;ROBERT;M;06/05/1928;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;1995;DROITE;DIJON;Commune
CARMINATI;BAPTISTE;M;NA;CONSEILLER MUNICIPAL;11/06/1995;01/01/1997;DM;M;11/06/1995;01/01/1997;DM;1995;DROITE;TALANT;Commune
MENUT;GILBERT;M;03/12/1947;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;01/12/1997;10/03/2001;NA;1995;DROITE;TALANT;Commune
GAUDIN;JEAN CLAUDE;M;08/10/1939;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;DROITE;MARSEILLE;Commune
AILLAUD;THERESE;F;05/11/1931;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;DROITE;TARASCON;Commune
RAOULT;ERIC;M;19/06/1955;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;DROITE;RAINCY;Commune
OUDOT;JACQUES;M;15/06/1934;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;DROITE;SEVRAN;Commune
PAOLI;GERARD;M;09/03/1945;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;1995;DVD;GEX;Commune
JEAN;LISETTE;F;NA;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;1995;DVD;SAINT GENIS POUILLY;Commune
SIMONPIERI;DANIEL;M;NA;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;EXTD;MARIGNANE;Commune
CHARPIN;PIERRE;M;NA;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;IND;CABRIES;Commune
ABRIOUX;JEAN CLAUDE;M;01/12/1931;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;UMP;AULNAY SOUS BOIS;Commune
NILES;MAURICE;M;12/09/1919;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;12/06/1995;18/01/1997;DM;1995;PCF;DRANCY;Commune
MORELON;PAUL;M;29/10/1922;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;1995;NA;FONTAINE LES DIJON;Commune
ETIEVANT;MICHEL;M;12/12/1932;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/03/1995;10/03/2001;FM;1995;SOC;LONGVIC;Commune
ETIEVANT;MICHEL;M;12/12/1932;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;1995;SOC;LONGVIC;Commune
GODIN;ANDRE;M;18/05/1942;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;1995;PS;BOURG EN BRESSE;Commune
ANDREONI;SERGE;M;15/03/1940;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;PS;BERRE L ETANG;Commune
CARRAZ;ROLAND;M;18/05/1943;CONSEILLER MUNICIPAL;11/06/1995;09/12/1999;DC;M;11/03/1995;09/12/1999;DC;1995;SOC;CHENOVE;Commune
ESMONIN;JEAN;M;27/02/1937;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;10/12/1999;10/03/2001;FM;1995;SOC;CHENOVE;Commune
VIANES;GEORGES;M;17/06/1938;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;1995;SOC;FERNEY VOLTAIRE;Commune
BERTHOU;JACQUES;M;03/03/1940;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;1995;SOC;MIRIBEL;Commune
CARRAZ;ROLAND;M;18/05/1943;CONSEILLER MUNICIPAL;11/06/1995;09/12/1999;DC;M;11/06/1995;09/12/1999;DC;1995;SOC;CHENOVE;Commune
VOUILLOT;HERVE;M;01/04/1943;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;1995;SOC;QUETIGNY;Commune
PICHERAL;JEAN FRANCOIS;M;26/02/1934;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;SOC;AIX EN PROVENCE;Commune
VAUZELLE;MICHEL;M;15/08/1944;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;15/03/1998;CUMUL;1995;SOC;ARLES;Commune
TOESCHI;PAOLO;M;01/01/1955;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;20/03/1998;10/03/2001;FM;1995;SOC;ARLES;Commune
MELLAN;VICTOR;M;26/08/1923;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;SOC;PENNES MIRABEAU;Commune
VULPIAN;CLAUDE;M;22/11/1936;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;SOC;SAINT MARTIN DE CRAU;Commune
ROGER;GILBERT;M;09/11/1953;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;SOC;BONDY;Commune
GOLDBERG;DANIEL;M;24/08/1965;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;SOC;LA COURNEUVE;Commune
PAJON;MICHEL;M;30/06/1949;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;SOC;NOISY LE GRAND;Commune
DILAIN;CLAUDE;M;12/08/1948;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;1995;SOC;CLICHY SOUS BOIS;Commune
MILLON;CHARLES;M;12/11/1945;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;1995;UDF;BELLEY;Commune
BLANC;ETIENNE;M;29/08/1954;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;CENTRE;DIVONNE LES BAINS;Commune
GAILLANT;FREDERIC;M;NA;CONSEILLER MUNICIPAL;11/03/2001;05/03/2008;FM;M;11/03/2001;01/12/2001;DM;2001;CENTRE;LE BOURGET;Commune
SCHIAVETTI;HERVE;M;06/07/1956;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;COM;ARLES;Commune
FONTAINE;DANIEL;M;01/01/1945;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;COM;AUBAGNE;Commune
LOMBARD;PAUL;M;15/12/1927;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;COM;MARTIGUES;Commune
VAXES;MICHEL;M;14/11/1940;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;19/06/2005;NA;2001;COM;PORT DE BOUC;Commune
FERNANDEZ;PATRICIA;F;01/01/1972;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;20/06/2005;01/03/2008;FM;2001;COM;PORT DE BOUC;Commune
RALITE;JACK;M;14/05/1928;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;29/03/2003;DM;2001;COM;AUBERVILLIERS;Commune
BEAUDET;PASCAL;M;09/10/1956;CONSEILLER MUNICIPAL;11/03/2001;05/03/2008;FM;M;31/03/2003;05/03/2008;FM;2001;COM;AUBERVILLIERS;Commune
BIRSINGER;BERNARD;M;01/09/1954;CONSEILLER MUNICIPAL;11/03/2001;25/08/2006;DC;M;11/03/2001;25/08/2006;DC;2001;COM;BOBIGNY;Commune
PEYGE;Catherine;F;08/10/1959;CONSEILLER MUNICIPAL;11/03/2001;05/03/2008;FM;M;20/06/2006;05/03/2008;FM;2001;COM;BOBIGNY;Commune
POUX;GILLES;M;07/06/1957;CONSEILLER MUNICIPAL;11/03/2001;05/03/2008;FM;M;11/03/2001;05/03/2008;FM;2001;COM;LA COURNEUVE;Commune
BRARD;JEAN PIERRE;M;07/02/1948;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;COM;MONTREUIL;Commune
BRAOUEZEC;PATRICK;M;11/12/1950;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;10/12/2004;NA;2001;COM;SAINT DENIS;Commune
PAILLARD;DIDIER;M;01/12/1954;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/12/2004;01/03/2008;FM;2001;COM;SAINT DENIS;Commune
GATIGNON;STEPHANE;M;25/08/1969;CONSEILLER MUNICIPAL;11/03/2001;05/03/2008;FM;M;11/03/2001;05/03/2008;FM;2001;COM;SEVRAN;Commune
SUGUENOT;ALAIN;M;17/09/1951;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;DROITE;BEAUNE;Commune
CHAPUIS;PATRICK;M;17/08/1955;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;DROITE;FONTAINE LES DIJON;Commune
MENUT;GILBERT;M;03/12/1947;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;DROITE;TALANT;Commune
PERRIN;JEAN CLAUDE;M;NA;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;01/07/2002;01/03/2008;FM;2001;DROITE;BOUC BEL AIR;Commune
FABRE AUBRESPY;HERVE;M;20/07/1956;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;DROITE;CABRIES;Commune
BORE;PATRICK;M;09/11/1956;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;DROITE;LA CIOTAT;Commune
GAUDIN;JEAN CLAUDE;M;08/10/1939;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;DROITE;MARSEILLE;Commune
AILLAUD;THERESE;F;05/11/1931;CONSEILLER MUNICIPAL;11/03/2001;01/06/2002;JUSTICE;M;11/03/2001;01/06/2002;JUSTICE;2001;DROITE;TARASCON;Commune
REYNAUD;JEAN;M;NA;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;01/06/2002;01/01/2005;NA;2001;DROITE;TARASCON;Commune
FABRE;CHARLES;M;01/01/1946;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;01/06/2005;01/03/2008;FM;2001;DROITE;TARASCON;Commune
GAUDRON;GERARD;M;26/09/1949;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;01/04/2003;01/03/2008;FM;2001;DROITE;AULNAY SOUS BOIS;Commune
RAOULT;ERIC;M;19/06/1955;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;DROITE;RAINCY;Commune
