NomDeNaissance;Prenom;Sexe;DateDeNaissance;TypeMandat;DateDebutMandat;DateFinMandat;MotifFinMandat;TypeFonction;DateDebutFonction;DateFinFonction;MotifFinFonction;Mandature;NuancePolitique;NomTerritoire;TypeTerritoire
LAGARDE;AUDE;F;15/05/1976;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DROITE;DRANCY;Commune
MARSIGNY;BRIGITTE;F;11/07/1952;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DROITE;NOISY LE GRAND;Commune
BESCHIZZA;BRUNO;M;24/03/1968;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DROITE;AULNAY SOUS BOIS;Commune
JOISSAINS MASINI;MARYSE;F;15/08/1942;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DROITE;AIX EN PROVENCE;Commune
MALLIE;RICHARD;M;25/10/1948;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DROITE;BOUC BEL AIR;Commune
SALVO;ARLETTE;M;13/03/1946;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DROITE;LA CIOTAT;Commune
MIQUELLY;VERONIQUE;F;15/02/1971;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DVD;AURIOL;Commune
LAHUERTA;DIMITRI;M;20/10/1980;CONSEILLER MUNICIPAL;28/06/2020;NA;FM;M;28/06/2020;NA;FM;2020;DVD;BELLEY;Commune
SCATTOLIN;VINCENT;M;27/01/1979;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DVD;DIVONNE LES BAINS;Commune
DUNAND;PASCAL;M;15/10/1968;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DVD;GEX;Commune
GAITET;JEAN PIERRE;M;21/01/1954;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DVD;MIRIBEL;Commune
BORSALI;JEAN BAPTISTE;M;04/04/1988;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DVD;LE BOURGET;Commune
GENESTIER;JEAN MICHEL;M;16/05/1962;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DVD;RAINCY;Commune
LEXCELLENT;MARIE ROSE;F;10/02/1947;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DVG;SAINT MARTIN DE CRAU;Commune
BLANCHET;STEPHANE;M;06/02/1970;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DVG;SEVRAN;Commune
DECHY;FRANCOIS;M;07/09/1979;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DVG;ROMAINVILLE;Commune
VENTRON;AMAPOLA;F;NA;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;ECO;CABRIES;Commune
DE CAROLIS;PATRICK;M;19/11/1953;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;HORIZONS;ARLES;Commune
AMIEL;MICHEL;M;03/07/1954;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;LREM;PENNES MIRABEAU;Commune
JOISSAINS;SOPHIE;F;25/10/1969;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;UDI;AIX EN PROVENCE;Commune
BELSOLA;LAURENT;M;12/01/1970;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;PCF;PORT DE BOUC;Commune
BERTRAND;HUBERT;M;05/12/1946;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;PRG;SAINT GENIS POUILLY;Commune
HANOTIN;MATHIEU;M;22/08/1978;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;PS;SAINT DENIS;Commune
MARTINET;MARIO;M;20/09/1956;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;SOC;BERRE L ETANG;Commune
DEBAT;JEAN FRANCOIS;M;24/01/1966;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;SOC;BOURG EN BRESSE;Commune
FALCONNET;THIERRY;M;27/11/1964;CONSEILLER MUNICIPAL;28/06/2020;NA;FM;M;28/06/2020;NA;NA;2020;SOC;CHENOVE;Commune
ALMEIDA;JOSE;M;NA;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;SOC;LONGVIC;Commune
DETANG;REMI;M;03/05/1956;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;SOC;QUETIGNY;Commune
KERN;BERTRAND;M;04/02/1962;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;SOC;PANTIN;Commune
KLEIN;OLIVIER;M;16/02/1967;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;SOC;CLICHY SOUS BOIS;Commune
PAYPAN;BENOIT;M;31/01/1978;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;SOC;MARSEILLE;Commune
REBSAMEN;FRANCOIS;M;25/06/1951;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;SOC;DIJON;Commune
FABRE;DANIEL;M;07/09/1961;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;UDI;AMBERIEU EN BUGEY;Commune
PERRAUD;MICHEL;M;15/04/1953;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;UDI;OYONNAX;Commune
RAPHOZ;DANIEL;M;06/12/1955;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;UDI;FERNEY VOLTAIRE;Commune
