"Id","NomDeNaissance","Prenom","Sexe","DateDeNaissance","TypeMandat","DateDebutMandat","DateFinMandat","MotifFinMandat","TypeFonction","DateDebutFonction","DateFinFonction","MotifFinFonction","Mandature","NuancePolitique","NomTerritoire","TypeTerritoire"
"105","CLEMENT","ROBERT","M",1939-01-18,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"COM","ROMAINVILLE","Commune"
"106","VERGNAUD","BERNARD","M",1932-01-01,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"COM","SEVRAN","Commune"
"062","DECHAMPS","ANDRE","M",NA,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"COM","CLICHY SOUS BOIS","Commune"
"127","GUICHON","LUCIEN","M",1932-02-09,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"DROITE","OYONNAX","Commune"
"128","BRENOT","LUCIEN","M",1948-03-29,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"DROITE","CHEVIGNY SAINT SAUVEUR","Commune"
"087","POUJADE","ROBERT","M",1928-05-06,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"DROITE","DIJON","Commune"
"129","CARMINATI","BAPTISTE","M",NA,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"DROITE","TALANT","Commune"
"130","AILLAUD","THERESE","F",1931-11-05,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"DROITE","TARASCON","Commune"
"107","MARCELPOIL","ROBERT","M",NA,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"DVD","AMBERIEU EN BUGEY","Commune"
"131","JACQUELINET","MARCEL","M",NA,"CONSEILLER MUNICIPAL",1983-03-06,1986-01-01,NA,"M",1983-03-06,1986-01-01,NA,1983,"DVD","LONGVIC","Commune"
"009","DELEUIL","LAURENS","M",1918-11-08,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"DVD","MARIGNANE","Commune"
"108","CADOT","ANDRE","M",NA,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"DVD","LE BOURGET","Commune"
"109","MEGE","RAYMOND","M",1919-01-01,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"DVD","RAINCY","Commune"
"132","CAMOIN","JEAN PIERRE","M",1942-05-09,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"RPR","ARLES","Commune"
"067","GARCIN","EDMOND","M",1917-04-24,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1987-02-01,"DM",1983,"PCF","AUBAGNE","Commune"
"133","ABRIOUX","JEAN CLAUDE","M",1931-12-01,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"RPR","AULNAY SOUS BOIS","Commune"
"068","MOINE","HENRI","M",1921-03-22,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"RPR","BEAUNE","Commune"
"070","VALBON","GEORGES","M",1924-08-08,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"PCF","BOBIGNY","Commune"
"019","MARTIN","RAYMOND","M",NA,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,NA,"CABRIES","Commune"
"048","NILES","MAURICE","M",1919-09-12,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"PCF","DRANCY","Commune"
"134","MORELON","PAUL","M",1922-10-29,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,NA,"FONTAINE LES DIJON","Commune"
"135","NICOD","MICHEL","M",1939-10-08,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,NA,"GEX","Commune"
"136","BEAUFORT","JEAN","M",1928-02-04,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"DVD","MIRIBEL","Commune"
"022","RIEUBON","RENE","M",1918-03-04,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"PCF","PORT DE BOUC","Commune"
"113","DURET","LUCIENNE","F",1922-02-22,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,NA,"SAINT GENIS POUILLY","Commune"
"115","ROBIN ","LOUIS","M",1923-05-01,"CONSEILLER MUNICIPAL",1983-03-06,1985-01-01,"DM","M",1983-03-06,1985-01-01,"DM",1983,"PS","BOURG EN BRESSE","Commune"
"093","BERTHELOT","MARCELIN","M",1927-10-09,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"PCF","SAINT DENIS","Commune"
"116","CARRAZ","ROLAND","M",1943-05-18,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"SOC","CHENOVE","Commune"
"054","REMOND","ROGER","M",1925-02-04,"CONSEILLER MUNICIPAL",1983-03-06,1984-01-01,"DM","M",1983-03-06,1984-01-01,"DM",1983,"SOC","QUETIGNY","Commune"
"096","GABELIER","ANTONIN","M",NA,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"SOC","BOUC BEL AIR","Commune"
"029","DEFFERRE","GASTON","M",1910-09-14,"CONSEILLER MUNICIPAL",1983-03-06,1986-05-07,"DC","M",1983-03-06,1986-05-07,"DC",1983,"SOC","MARSEILLE","Commune"
"137","VIGOUROUX","ROBERT","M",1923-03-21,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1986-05-17,1989-03-10,"FM",1983,"SOC","MARSEILLE","Commune"
"118","MELLAN","VICTOR","M",1923-08-26,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"SOC","PENNES MIRABEAU","Commune"
"119","VULPIAN","CLAUDE","M",1936-11-22,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"SOC","SAINT MARTIN DE CRAU","Commune"
"120","FUZIER","CLAUDE","M",1924-06-02,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"SOC","BONDY","Commune"
"121","MILLON","CHARLES","M",1945-11-12,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",1983,"UDF","BELLEY","Commune"
"138","VOUILLOT","HERVE","M",1943-04-01,"CONSEILLER MUNICIPAL",1984-02-01,1989-03-10,"FM","M",1984-02-01,1989-03-10,"FM",1983,"SOC","QUETIGNY","Commune"
"139","MASSONNAUD RICHARD","FRANCOISE","F",NA,"CONSEILLER MUNICIPAL",1984-05-15,1989-03-10,"FM","M",1984-05-15,1989-03-10,"FM",1983,"DROITE","NOISY LE GRAND","Commune"
"140","MORETEAU","JEAN","M",1942-06-23,"CONSEILLER MUNICIPAL",1985-02-01,1989-03-10,"FM","M",1985-02-01,1989-03-10,"FM",1983,"PS","BOURG EN BRESSE","Commune"
"141","COLSON","MAURICE","M",1932-01-01,"CONSEILLER MUNICIPAL",1986-02-01,1989-03-10,"FM","M",1986-02-01,1989-03-10,"FM",1983,"DVD","LONGVIC","Commune"
"080","MEYLAN","PASCAL","M",1935-05-01,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1991-01-01,1995-06-10,"FM",1989,"CENTRE","FERNEY VOLTAIRE","Commune"
"142","MALLIE","RICHARD","M",1948-10-25,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1990-05-04,1995-06-10,"FM",1989,"CENTRE","BOUC BEL AIR","Commune"
"143","PONTONE","ANTOINE","M",NA,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-05-10,1995-06-10,"FM",1989,"CENTRE","NOISY LE GRAND","Commune"
"144","PROBERT","GERARD","M",NA,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1993-01-01,1995-06-10,"FM",1989,"CENTRE","CLICHY SOUS BOIS","Commune"
"145","TARDITO","JEAN","M",1933-12-19,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"COM","AUBAGNE","Commune"
"082","MARTIN","LUCIENNE","F",1937-01-01,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"COM","AURIOL","Commune"
"059","LOMBARD","PAUL","M",1927-12-15,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"COM","MARTIGUES","Commune"
"146","VAXES","MICHEL","M",1940-11-14,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1990-05-04,1995-06-10,"FM",1989,"COM","PORT DE BOUC","Commune"
"125","RALITE","JACK","M",1928-05-14,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"COM","AUBERVILLIERS","Commune"
"085","MARSON","JAMES","M",1926-11-01,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"COM","LA COURNEUVE","Commune"
"126","BRARD","JEAN PIERRE","M",1948-02-07,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"COM","MONTREUIL","Commune"
"104","ISABET","JACQUES","M",1939-07-10,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"COM","PANTIN","Commune"
"105","CLEMENT","ROBERT","M",1939-01-18,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"COM","ROMAINVILLE","Commune"
"147","BRAOUEZEC","PATRICK","M",1950-12-11,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1991-06-13,1995-06-10,"FM",1989,"COM","SAINT DENIS","Commune"
"106","VERGNAUD","BERNARD","M",1932-01-01,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"COM","SEVRAN","Commune"
"062","DECHAMPS","ANDRE","M",NA,"CONSEILLER MUNICIPAL",1989-03-12,1990-03-01,NA,"M",1989-03-19,1990-03-01,NA,1989,"COM","CLICHY SOUS BOIS","Commune"
"148","CHAPUIS","CHRISTIAN","M",NA,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1990-03-01,1991-02-01,NA,1989,"COM","CLICHY SOUS BOIS","Commune"
"127","GUICHON","LUCIEN","M",1932-02-09,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-12,1995-06-10,"FM",1989,"DROITE","OYONNAX","Commune"
"128","BRENOT","LUCIEN","M",1948-03-29,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-12,1995-06-10,"FM",1989,"DROITE","CHEVIGNY SAINT SAUVEUR","Commune"
"087","POUJADE","ROBERT","M",1928-05-06,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-12,1995-06-10,"FM",1989,"DROITE","DIJON","Commune"
"129","CARMINATI","BAPTISTE","M",NA,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-12,1995-06-10,"FM",1989,"DROITE","TALANT","Commune"
"130","AILLAUD","THERESE","F",1931-11-05,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"DROITE","TARASCON","Commune"
"139","MASSONNAUD RICHARD","FRANCOISE","F",NA,"CONSEILLER MUNICIPAL",1989-03-12,1993-09-06,"DM","M",1989-03-19,1993-09-06,"DM",1989,"DROITE","NOISY LE GRAND","Commune"
"107","MARCELPOIL","ROBERT","M",NA,"CONSEILLER MUNICIPAL",1989-03-12,1991-12-22,"DC","M",1989-03-12,1991-12-22,"DC",1989,"DVD","AMBERIEU EN BUGEY","Commune"
"141","COLSON","MAURICE","M",1932-01-01,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-05,"FM","M",1989-03-12,1995-06-05,"FM",1989,"DVD","LONGVIC","Commune"
"009","DELEUIL","LAURENS","M",1918-11-08,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"DVD","MARIGNANE","Commune"
"108","CADOT","ANDRE","M",NA,"CONSEILLER MUNICIPAL",1989-03-12,1993-02-01,"DM","M",1989-03-19,1993-02-01,"DM",1989,"DVD","LE BOURGET","Commune"
"149","LE BRIS","ALBERT","M",NA,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1993-02-01,1995-06-10,"FM",1989,"DVD","LE BOURGET","Commune"
"109","MEGE","RAYMOND","M",1919-01-01,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"DVD","RAINCY","Commune"
"150","HUBERT","BERTRAND","M",NA,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-12,1995-06-10,"FM",1989,"DVG","SAINT GENIS POUILLY","Commune"
"151","PRUVOST","JEAN CLAUDE","M",NA,"CONSEILLER MUNICIPAL",1989-03-12,1990-12-01,NA,"M",1989-03-12,1990-12-01,NA,1989,"GE","DIVONNE LES BAINS","Commune"
"132","CAMOIN","JEAN PIERRE","M",1942-05-09,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"RPR","ARLES","Commune"
"133","ABRIOUX","JEAN CLAUDE","M",1931-12-01,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"RPR","AULNAY SOUS BOIS","Commune"
"068","MOINE","HENRI","M",1921-03-22,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-01,"FM","M",1989-03-12,1995-06-01,"FM",1989,"RPR","BEAUNE","Commune"
"070","VALBON","GEORGES","M",1924-08-08,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"PCF","BOBIGNY","Commune"
"019","MARTIN","RAYMOND","M",NA,"CONSEILLER MUNICIPAL",1989-03-12,1993-06-01,"DC","M",1989-03-19,1993-06-01,"DC",1989,NA,"CABRIES","Commune"
"152","MATTEODA","MARCEL","M",NA,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1993-06-02,1995-06-10,"FM",1989,NA,"CABRIES","Commune"
"048","NILES","MAURICE","M",1919-09-12,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"PCF","DRANCY","Commune"
"134","MORELON","PAUL","M",1922-10-29,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-05,"FM","M",1989-03-12,1995-06-05,"FM",1989,NA,"FONTAINE LES DIJON","Commune"
"135","NICOD","MICHEL","M",1939-10-08,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-12,1995-06-10,"FM",1989,NA,"GEX","Commune"
"153","LAFOND","JEAN PIERRE","M",1940-02-17,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"UDF","LA CIOTAT","Commune"
"136","BEAUFORT","JEAN","M",1928-02-04,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-12,1995-06-10,"FM",1989,"DVD","MIRIBEL","Commune"
"022","RIEUBON","RENE","M",1918-03-04,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1990-03-19,"DM",1989,"PCF","PORT DE BOUC","Commune"
"154","MORIN","PAUL","M",1924-06-29,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-12,1995-06-10,"FM",1989,"RAD","BOURG EN BRESSE","Commune"
"093","BERTHELOT","MARCELIN","M",1927-10-09,"CONSEILLER MUNICIPAL",1989-03-12,1991-06-12,"DM","M",1989-03-19,1991-06-12,"DM",1989,"PCF","SAINT DENIS","Commune"
"155","ANDREONI","SERGE","M",1940-03-15,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"PS","BERRE L ETANG","Commune"
"116","CARRAZ","ROLAND","M",1943-05-18,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-12,1995-06-10,"FM",1989,"SOC","CHENOVE","Commune"
"138","VOUILLOT","HERVE","M",1943-04-01,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-12,1995-06-10,"FM",1989,"SOC","QUETIGNY","Commune"
"137","VIGOUROUX","ROBERT","M",1923-03-21,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"SOC","MARSEILLE","Commune"
"118","MELLAN","VICTOR","M",1923-08-26,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"SOC","PENNES MIRABEAU","Commune"
"119","VULPIAN","CLAUDE","M",1936-11-22,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"SOC","SAINT MARTIN DE CRAU","Commune"
"120","FUZIER","CLAUDE","M",1924-06-02,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM",1989,"SOC","BONDY","Commune"
"121","MILLON","CHARLES","M",1945-11-12,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-12,1995-06-10,"FM",1989,"UDF","BELLEY","Commune"
"156","BLANC","ETIENNE","M",1954-08-29,"CONSEILLER MUNICIPAL",1991-01-20,1995-06-05,"FM","M",1991-01-20,1995-06-05,"FM",1989,"CENTRE","DIVONNE LES BAINS","Commune"
"062","DECHAMPS","ANDRE","M",NA,"CONSEILLER MUNICIPAL",1991-02-01,1993-01-01,NA,"M",1991-02-01,1993-01-01,NA,1989,"DVG","CLICHY SOUS BOIS","Commune"
"157","BOLLIET","GILLES","M",NA,"CONSEILLER MUNICIPAL",1992-01-01,1995-06-10,"FM","M",1992-01-01,1995-06-10,"FM",1989,"DVD","AMBERIEU EN BUGEY","Commune"
"156","BLANC","ETIENNE","M",1954-08-29,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-11,2001-03-10,"FM",1995,"CENTRE","DIVONNE LES BAINS","Commune"
"142","MALLIE","RICHARD","M",1948-10-25,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"CENTRE","BOUC BEL AIR","Commune"
"158","GAILLANT","FREDERIC","M",NA,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"CENTRE","LE BOURGET","Commune"
"085","MARSON","JAMES","M",1926-11-01,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-12,1996-10-25,"DM",1995,"COM","LA COURNEUVE","Commune"
"145","TARDITO","JEAN","M",1933-12-19,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"COM","AUBAGNE","Commune"
"082","MARTIN","LUCIENNE","F",1937-01-01,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"COM","AURIOL","Commune"
"159","SANNA","ROSY","F",1940-01-01,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"COM","LA CIOTAT","Commune"
"059","LOMBARD","PAUL","M",1927-12-15,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"COM","MARTIGUES","Commune"
"146","VAXES","MICHEL","M",1940-11-14,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"COM","PORT DE BOUC","Commune"
"125","RALITE","JACK","M",1928-05-14,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"COM","AUBERVILLIERS","Commune"
"160","BIRSINGER","BERNARD","M",1954-09-01,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"COM","BOBIGNY","Commune"
"161","CONTE","GILBERT","M",1941-01-01,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1997-03-01,2001-03-10,"FM",1995,"COM","DRANCY","Commune"
"162","POUX","GILLES","M",1957-06-07,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"COM","LA COURNEUVE","Commune"
"126","BRARD","JEAN PIERRE","M",1948-02-07,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"COM","MONTREUIL","Commune"
"104","ISABET","JACQUES","M",1939-07-10,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"COM","PANTIN","Commune"
"105","CLEMENT","ROBERT","M",1939-01-18,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,1998-05-19,"DM",1995,"COM","ROMAINVILLE","Commune"
"163","VALLS","CORINNE","F",1957-02-02,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1998-05-20,2001-03-10,"FM",1995,"COM","ROMAINVILLE","Commune"
"147","BRAOUEZEC","PATRICK","M",1950-12-11,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"COM","SAINT DENIS","Commune"
"164","SUGUENOT","ALAIN","M",1951-09-17,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-03-11,2001-03-10,"FM",1995,"DROITE","BEAUNE","Commune"
"165","PIRALLA","GILLES","M",1949-10-05,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-11,2001-03-10,"FM",1995,"DROITE","AMBERIEU EN BUGEY","Commune"
"127","GUICHON","LUCIEN","M",1932-02-09,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-11,2001-03-10,"FM",1995,"DROITE","OYONNAX","Commune"
"128","BRENOT","LUCIEN","M",1948-03-29,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-11,2001-03-10,"FM",1995,"DROITE","CHEVIGNY SAINT SAUVEUR","Commune"
"087","POUJADE","ROBERT","M",1928-05-06,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-11,2001-03-10,"FM",1995,"DROITE","DIJON","Commune"
"129","CARMINATI","BAPTISTE","M",NA,"CONSEILLER MUNICIPAL",1995-06-11,1997-01-01,"DM","M",1995-06-11,1997-01-01,"DM",1995,"DROITE","TALANT","Commune"
"166","MENUT","GILBERT","M",1947-12-03,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1997-12-01,2001-03-10,NA,1995,"DROITE","TALANT","Commune"
"167","GAUDIN","JEAN CLAUDE","M",1939-10-08,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"DROITE","MARSEILLE","Commune"
"130","AILLAUD","THERESE","F",1931-11-05,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"DROITE","TARASCON","Commune"
"168","RAOULT","ERIC","M",1955-06-19,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"DROITE","RAINCY","Commune"
"169","OUDOT","JACQUES","M",1934-06-15,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"DROITE","SEVRAN","Commune"
"170","PAOLI","GERARD","M",1945-03-09,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-11,2001-03-10,"FM",1995,"DVD","GEX","Commune"
"171","JEAN","LISETTE","F",NA,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-11,2001-03-10,"FM",1995,"DVD","SAINT GENIS POUILLY","Commune"
"172","SIMONPIERI","DANIEL","M",NA,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"EXTD","MARIGNANE","Commune"
"173","CHARPIN","PIERRE","M",NA,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"IND","CABRIES","Commune"
"133","ABRIOUX","JEAN CLAUDE","M",1931-12-01,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"UMP","AULNAY SOUS BOIS","Commune"
"048","NILES","MAURICE","M",1919-09-12,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-12,1997-01-18,"DM",1995,"PCF","DRANCY","Commune"
"134","MORELON","PAUL","M",1922-10-29,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-11,2001-03-10,"FM",1995,NA,"FONTAINE LES DIJON","Commune"
"174","ETIEVANT","MICHEL","M",1932-12-12,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-03-11,2001-03-10,"FM",1995,"SOC","LONGVIC","Commune"
"174","ETIEVANT","MICHEL","M",1932-12-12,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-11,2001-03-10,"FM",1995,"SOC","LONGVIC","Commune"
"175","GODIN","ANDRE","M",1942-05-18,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-11,2001-03-10,"FM",1995,"PS","BOURG EN BRESSE","Commune"
"155","ANDREONI","SERGE","M",1940-03-15,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"PS","BERRE L ETANG","Commune"
"116","CARRAZ","ROLAND","M",1943-05-18,"CONSEILLER MUNICIPAL",1995-06-11,1999-12-09,"DC","M",1995-03-11,1999-12-09,"DC",1995,"SOC","CHENOVE","Commune"
