NomDeNaissance;Prenom;Sexe;DateDeNaissance;TypeMandat;DateDebutMandat;DateFinMandat;MotifFinMandat;TypeFonction;DateDebutFonction;DateFinFonction;MotifFinFonction;NuancePolitique;IdTerritoire;NomTerritoire;TypeTerritoire;Sources
FUZIER;CLAUDE;M;02/06/1924;SENATEUR;01/01/1991;20/09/1995;FM;NA;NA;NA;NA;PS;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
GARCIA;JEAN;M;05/06/1925;CONSEILLER MUNICIPAL;19/10/1947;20/04/1953;FM;NA;NA;NA;NA;NA;NA;MARSEILLE;Commune;WIKIPEDIA
GARCIA;JEAN;M;05/06/1925;CONSEILLER MUNICIPAL;26/04/1953;01/03/1959;FM;NA;NA;NA;NA;NA;NA;MARSEILLE;Commune;WIKIPEDIA
GARCIA;JEAN;M;05/06/1925;SENATEUR;25/09/1977;20/09/1986;FM;NA;NA;NA;NA;PCF;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
GARCIA;JEAN;M;05/06/1925;SENATEUR;28/09/1986;20/09/1995;FM;NA;NA;NA;NA;PCF;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
GAUDRON;GERARD;M;26/09/1949;CONSEILLER DEPARTEMENTAL;10/03/1985;20/03/1992;FM;NA;NA;NA;NA;NA;NA;AULNAY SOUS BOIS;Canton;WIKIPEDIA
GAUDRON;GERARD;M;26/09/1949;CONSEILLER DEPARTEMENTAL;22/03/1992;10/03/1998;FM;NA;NA;NA;NA;NA;NA;AULNAY SOUS BOIS;Canton;WIKIPEDIA
GAUDRON;GERARD;M;26/09/1949;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;ADJOINT;06/03/1983;10/03/1989;FM;UMP;NA;AULNAY SOUS BOIS;Commune;WIKIPEDIA
GAUDRON;GERARD;M;26/09/1949;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;ADJOINT;19/03/1989;10/06/1995;FM;UMP;NA;AULNAY SOUS BOIS;Commune;WIKIPEDIA
GAUDRON;GERARD;M;26/09/1949;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;ADJOINT;18/06/1995;10/03/2001;FM;UMP;NA;AULNAY SOUS BOIS;Commune;WIKIPEDIA
GAUDRON;GERARD;M;26/09/1949;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;01/04/2003;01/03/2008;FM;UMP;NA;AULNAY SOUS BOIS;Commune;WIKIPEDIA
GAUDRON;GERARD;M;26/09/1949;DEPUTE;10/06/2007;01/06/2012;FM;NA;NA;NA;NA;UMP;NA;10e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
GAY;FABIEN;M;13/01/1984;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;NA;NA;NA;NA;PCF;NA;BLANC MESNIL;Commune;WIKIPEDIA
GAY;FABIEN;M;13/01/1984;CONSEILLER MUNICIPAL;20/03/2020;NA;NA;NA;NA;NA;NA;PCF;NA;BLANC MESNIL;Commune;WIKIPEDIA
GAY;FABIEN;M;13/01/1984;SENATEUR;02/10/2017;NA;NA;NA;NA;NA;NA;PCF;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
GAYSSOT;JEAN CLAUDE;M;06/09/1944;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;NA;NA;NA;NA;NA;NA;BOBIGNY;Commune;WIKIPEDIA
GAYSSOT;JEAN CLAUDE;M;06/09/1944;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;NA;NA;NA;NA;NA;NA;BOBIGNY;Commune;WIKIPEDIA
GAYSSOT;JEAN CLAUDE;M;06/09/1944;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;NA;NA;NA;NA;NA;NA;BOBIGNY;Commune;WIKIPEDIA
GAYSSOT;JEAN CLAUDE;M;06/09/1944;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;NA;NA;NA;NA;NA;NA;DRANCY;Commune;WIKIPEDIA
GAYSSOT;JEAN CLAUDE;M;06/09/1944;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;NA;NA;NA;NA;NA;NA;BEZIERS;Commune;WIKIPEDIA
GAYSSOT;JEAN CLAUDE;M;06/09/1944;CONSEILLER REGIONAL;21/03/2004;10/03/2010;FM;VP;21/03/2004;10/03/2010;FM;NA;NA;HERAULT;Departement;WIKIPEDIA
GAYSSOT;JEAN CLAUDE;M;06/09/1944;CONSEILLER REGIONAL;14/03/2010;01/12/2015;FM;VP;14/03/2010;01/12/2015;FM;NA;NA;HERAULT;Departement;WIKIPEDIA
GAYSSOT;JEAN CLAUDE;M;06/09/1944;DEPUTE;16/03/1986;01/06/1988;FM;NA;NA;NA;NA;PCF;NA;5e CIRCONSCRIPTION SEINE SAINTE DENIS;Circonscription législative;WIKIPEDIA
GAYSSOT;JEAN CLAUDE;M;06/09/1944;DEPUTE;05/06/1988;20/03/1993;FM;NA;NA;NA;NA;PCF;NA;5e CIRCONSCRIPTION SEINE SAINTE DENIS;Circonscription législative;WIKIPEDIA
GAYSSOT;JEAN CLAUDE;M;06/09/1944;DEPUTE;21/03/1993;20/05/1997;FM;NA;NA;NA;NA;PCF;NA;5e CIRCONSCRIPTION SEINE SAINTE DENIS;Circonscription législative;WIKIPEDIA
GOLDBERG;DANIEL;M;24/08/1965;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;PS;NA;LA COURNEUVE;Commune;WIKIPEDIA
GOLDBERG;DANIEL;M;24/08/1965;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2005;NA;PS;NA;LA COURNEUVE;Commune;WIKIPEDIA
GOLDBERG;DANIEL;M;24/08/1965;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;NA;NA;NA;NA;PS;NA;LA COURNEUVE;Commune;WIKIPEDIA
GOLDBERG;DANIEL;M;24/08/1965;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;NA;NA;NA;NA;PS;NA;AULNAY SOUS BOIS;Commune;WIKIPEDIA
GOLDBERG;DANIEL;M;24/08/1965;CONSEILLER REGIONAL;28/03/2004;01/07/2007;DM;NA;NA;NA;NA;PS;NA;13e CIRCONSCRIPTION SEINE SAINT GONIS;Canton;WIKIPEDIA
GOLDBERG;DANIEL;M;24/08/1965;DEPUTE;10/06/2007;01/06/2012;FM;NA;NA;NA;NA;PS;NA;3e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
GOLDBERG;DANIEL;M;24/08/1965;DEPUTE;10/06/2012;10/06/2017;FM;NA;NA;NA;NA;PS;NA;10e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
GOUHIER;ROGER;M;26/01/1928;CONSEILLER DEPARTEMENTAL;23/09/1970;01/03/1976;FM;NA;NA;NA;NA;NA;NA;NOISY LE SEC;Canton;WIKIPEDIA
GOUHIER;ROGER;M;26/01/1928;CONSEILLER DEPARTEMENTAL;07/03/1976;10/03/1982;FM;NA;NA;NA;NA;NA;NA;NOISY LE SEC;Canton;WIKIPEDIA
GOUHIER;ROGER;M;26/01/1928;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;ADJOINT;08/03/1959;10/03/1965;FM;PCF;NA;NOISY LE SEC;Commune;WIKIPEDIA
GOUHIER;ROGER;M;26/01/1928;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;ADJOINT;14/03/1965;10/03/1971;FM;PCF;NA;NOISY LE SEC;Commune;WIKIPEDIA
GOUHIER;ROGER;M;26/01/1928;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;PCF;NA;NOISY LE SEC;Commune;WIKIPEDIA
GOUHIER;ROGER;M;26/01/1928;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;NA;NA;NOISY LE SEC;Commune;WIKIPEDIA
GOUHIER;ROGER;M;26/01/1928;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;NA;NA;NOISY LE SEC;Commune;WIKIPEDIA
GOUHIER;ROGER;M;26/01/1928;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;NA;NA;NOISY LE SEC;Commune;WIKIPEDIA
GOUHIER;ROGER;M;26/01/1928;DEPUTE;05/03/1967;20/06/1968;FM;NA;NA;NA;NA;PCF;NA;5e CIRCONSCRIPTION SEINE SAINTE DENIS;Circonscription législative;WIKIPEDIA
GOUHIER;ROGER;M;26/01/1928;DEPUTE;04/03/1973;10/03/1978;FM;NA;NA;NA;NA;PCF;NA;5e CIRCONSCRIPTION SEINE SAINTE DENIS;Circonscription législative;WIKIPEDIA
GOUHIER;ROGER;M;26/01/1928;DEPUTE;12/03/1978;10/06/1981;FM;NA;NA;NA;NA;PCF;NA;5e CIRCONSCRIPTION SEINE SAINTE DENIS;Circonscription législative;WIKIPEDIA
GOUHIER;ROGER;M;26/01/1928;DEPUTE;05/06/1988;20/03/1993;FM;NA;NA;NA;NA;PCF;NA;9e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
GOUTMANN;MARIE THERESE;F;29/08/1933;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;NA;NA;NOISY LE GRAND;Commune;WIKIPEDIA
GOUTMANN;MARIE THERESE;F;29/08/1933;DEPUTE;24/07/1978;10/06/1981;FM;NA;NA;NA;NA;PCF;NA;9e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
GOUTMANN;MARIE THERESE;F;29/08/1933;SENATEUR;22/09/1968;20/09/1977;FM;NA;NA;NA;NA;PCF;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
GOUTMANN;MARIE THERESE;F;29/08/1933;SENATEUR;25/09/1977;23/07/1978;AU;NA;NA;NA;NA;PCF;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
GRENIER;FERNAND;M;09/07/1901;DEPUTE;01/08/1937;21/01/1940;OCCUPATION;NA;NA;NA;NA;PCF;NA;SAINT DENIS;Circonscription législative;WIKIPEDIA
GRENIER;FERNAND;M;09/07/1901;DEPUTE;10/11/1946;10/06/1951;FM;NA;NA;NA;NA;PCF;NA;6e CIRCONSCRIPTION SEINE;Circonscription législative;WIKIPEDIA
GRENIER;FERNAND;M;09/07/1901;DEPUTE;17/06/1951;01/01/1956;FM;NA;NA;NA;NA;PCF;NA;6e CIRCONSCRIPTION SEINE;Circonscription législative;WIKIPEDIA
GRENIER;FERNAND;M;09/07/1901;DEPUTE;02/01/1956;01/11/1958;FM;NA;NA;NA;NA;PCF;NA;6e CIRCONSCRIPTION SEINE;Circonscription législative;WIKIPEDIA
GRENIER;FERNAND;M;09/07/1901;DEPUTE;23/11/1958;10/11/1962;FM;NA;NA;NA;NA;PCF;NA;40e CIRCONSCRIPTION SEINE;Circonscription législative;WIKIPEDIA
GRENIER;FERNAND;M;09/07/1901;DEPUTE;18/11/1962;01/03/1967;FM;NA;NA;NA;NA;PCF;NA;40e CIRCONSCRIPTION SEINE;Circonscription législative;WIKIPEDIA
GRENIER;FERNAND;M;09/07/1901;DEPUTE;05/03/1967;20/06/1968;FM;NA;NA;NA;NA;PCF;NA;2e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
GUIGOU;ELISABETH;F;06/08/1946;CONSEILLER MUNICIPAL;01/03/2008;01/12/2010;NA;ADJOINT;01/03/2008;01/12/2010;NA;PS;NA;NOISY LE SEC;Commune;WIKIPEDIA
GUIGOU;ELISABETH;F;06/08/1946;CONSEILLER REGIONAL;22/03/1992;10/03/1998;FM;NA;NA;NA;NA;PS;NA;VAUCLUSE;Departement;WIKIPEDIA
GUIGOU;ELISABETH;F;06/08/1946;CONSEILLER REGIONAL;15/03/1998;01/01/2001;NA;NA;NA;NA;NA;PS;NA;VAUCLUSE;Departement;WIKIPEDIA
GUIGOU;ELISABETH;F;06/08/1946;DEPUTE;01/06/1997;04/07/1997;DM;NA;NA;NA;NA;PS;NA;1ere CIRCONSCRIPTION VAUCLUSE;Circonscription législative;WIKIPEDIA
GUIGOU;ELISABETH;F;06/08/1946;DEPUTE;09/06/2002;01/06/2007;FM;NA;NA;NA;NA;PS;NA;9e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
GUIGOU;ELISABETH;F;06/08/1946;DEPUTE;10/06/2007;01/06/2012;FM;VP;05/10/2010;02/10/2011;NA;PS;NA;9e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
GUIGOU;ELISABETH;F;06/08/1946;DEPUTE;10/06/2012;10/06/2017;FM;NA;NA;NA;NA;PS;NA;9e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
GUIGOU;ELISABETH;F;06/08/1946;REPRESENTANT PARLEMENT EUROPEEN;12/06/1994;01/01/1997;NA;NA;NA;NA;NA;PS;NA;13e CIRCONSCRIPTION SEINE SAINT GUNIS;NA;WIKIPEDIA
HAMMADI;RAZZY;M;22/02/1979;DEPUTE;10/06/2012;10/06/2017;FM;NA;NA;NA;NA;PS;NA;7e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
HANOTIN;MATHIEU;M;22/08/1978;CONSEILLER DEPARTEMENTAL;09/03/2008;01/04/2015;FM;VP;09/03/2008;01/04/2015;FM;PS;NA;SAINT DENIS SUD;Canton;WIKIPEDIA
HANOTIN;MATHIEU;M;22/08/1978;CONSEILLER DEPARTEMENTAL;02/04/2015;27/05/2021;FM;NA;NA;NA;NA;PS;NA;SAINT DENIS 1;Canton;WIKIPEDIA
HANOTIN;MATHIEU;M;22/08/1978;CONSEILLER MUNICIPAL;04/07/2020;NA;NA;M;04/07/2020;NA;NA;NA;NA;SAINT DENIS;Commune;WIKIPEDIA
HANOTIN;MATHIEU;M;22/08/1978;DEPUTE;10/06/2012;10/06/2017;FM;NA;NA;NA;NA;PS;NA;2e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
HOLEINDRE;ROGER;M;21/03/1929;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;NA;NA;NA;NA;FN;NA;SEVRAN;Commune;WIKIPEDIA
HOLEINDRE;ROGER;M;21/03/1929;CONSEILLER MUNICIPAL;12/06/1995;10/03/2001;FM;NA;NA;NA;NA;FN;NA;SEVRAN;Commune;WIKIPEDIA
HOLEINDRE;ROGER;M;21/03/1929;CONSEILLER REGIONAL;22/03/1992;10/03/1998;FM;NA;NA;NA;NA;FN;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
HOLEINDRE;ROGER;M;21/03/1929;CONSEILLER REGIONAL;21/03/2004;10/03/2010;FM;NA;NA;NA;NA;FN;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
HOLEINDRE;ROGER;M;21/03/1929;DEPUTE;16/03/1986;01/06/1988;FM;NA;NA;NA;NA;FN;NA;11e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
JACQUAINT;MUGUETTE;F;12/05/1942;CONSEILLER DEPARTEMENTAL;10/12/1990;22/03/1998;FM;NA;NA;NA;NA;NA;NA;LA COURNEUVE;Canton;WIKIPEDIA
JACQUAINT;MUGUETTE;F;12/05/1942;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;NA;NA;NA;NA;NA;NA;LA COURNEUVE;Commune;WIKIPEDIA
JACQUAINT;MUGUETTE;F;12/05/1942;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;NA;NA;NA;NA;NA;NA;LA COURNEUVE;Commune;WIKIPEDIA
JACQUAINT;MUGUETTE;F;12/05/1942;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;NA;NA;NA;NA;NA;NA;LA COURNEUVE;Commune;WIKIPEDIA
JACQUAINT;MUGUETTE;F;12/05/1942;CONSEILLER MUNICIPAL;12/06/1995;10/03/2001;FM;NA;NA;NA;NA;NA;NA;LA COURNEUVE;Commune;WIKIPEDIA
JACQUAINT;MUGUETTE;F;12/05/1942;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;NA;NA;NA;NA;NA;NA;LA COURNEUVE;Commune;WIKIPEDIA
JACQUAINT;MUGUETTE;F;12/05/1942;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;NA;NA;NA;NA;NA;NA;LA COURNEUVE;Commune;WIKIPEDIA
JACQUAINT;MUGUETTE;F;12/05/1942;DEPUTE;02/07/1981;10/03/1986;FM;NA;NA;NA;NA;PCF;NA;3e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
JACQUAINT;MUGUETTE;F;12/05/1942;DEPUTE;16/03/1986;01/06/1988;FM;NA;NA;NA;NA;PCF;NA;3e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
JACQUAINT;MUGUETTE;F;12/05/1942;DEPUTE;05/06/1988;20/03/1993;FM;NA;NA;NA;NA;PCF;NA;3e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
JACQUAINT;MUGUETTE;F;12/05/1942;DEPUTE;21/03/1993;20/05/1997;FM;NA;NA;NA;NA;PCF;NA;3e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
JACQUAINT;MUGUETTE;F;12/05/1942;DEPUTE;25/05/1997;01/06/2002;FM;NA;NA;NA;NA;PCF;NA;3e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
JACQUAINT;MUGUETTE;F;12/05/1942;DEPUTE;09/06/2002;01/06/2007;FM;NA;NA;NA;NA;PCF;NA;3e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
KERN;BERTRAND;M;04/02/1962;CONSEILLER DEPARTEMENTAL;15/03/1998;20/03/2004;FM;NA;NA;NA;NA;PS;NA;PANTIN OUEST;Canton;WIKIPEDIA
KERN;BERTRAND;M;04/02/1962;CONSEILLER DEPARTEMENTAL;21/03/2004;15/03/2011;FM;NA;NA;NA;NA;PS;NA;PANTIN OUEST;Canton;WIKIPEDIA
KERN;BERTRAND;M;04/02/1962;CONSEILLER DEPARTEMENTAL;20/03/2011;01/04/2015;FM;NA;NA;NA;NA;PS;NA;PANTIN OUEST;Canton;WIKIPEDIA
KERN;BERTRAND;M;04/02/1962;CONSEILLER DEPARTEMENTAL;02/04/2015;27/05/2021;FM;NA;NA;NA;NA;PS;NA;PANTIN;Canton;WIKIPEDIA
KERN;BERTRAND;M;04/02/1962;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;NA;NA;NA;NA;PS;NA;PANTIN;Commune;WIKIPEDIA
KERN;BERTRAND;M;04/02/1962;CONSEILLER MUNICIPAL;12/06/1995;10/03/2001;FM;NA;NA;NA;NA;PS;NA;PANTIN;Commune;WIKIPEDIA
KERN;BERTRAND;M;04/02/1962;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;PS;NA;PANTIN;Commune;WIKIPEDIA
KERN;BERTRAND;M;04/02/1962;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;PS;NA;PANTIN;Commune;WIKIPEDIA
KERN;BERTRAND;M;04/02/1962;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;M;23/03/2014;15/03/2020;FM;PS;NA;PANTIN;Commune;WIKIPEDIA
KERN;BERTRAND;M;04/02/1962;CONSEILLER MUNICIPAL;20/03/2020;NA;NA;M;20/03/2020;NA;NA;PS;NA;PANTIN;Commune;WIKIPEDIA
KERN;BERTRAND;M;04/02/1962;DEPUTE;01/05/1998;10/06/2002;FM;NA;NA;NA;NA;PS;NA;6e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
LACHAUD;BASTIEN;M;05/08/1980;DEPUTE;18/06/2017;10/06/2022;FM;NA;NA;NA;NA;LFI;NA;6e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
LACHAUD;BASTIEN;M;05/08/1980;DEPUTE;19/06/2022;NA;NA;NA;NA;NA;NA;LFI;NA;6e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
LAGARDE;JEAN CHRISTOPHE;M;24/10/1967;CONSEILLER DEPARTEMENTAL;19/03/2001;02/01/2003;AU;NA;NA;NA;NA;UDI;NA;DRANCY;Canton;WIKIPEDIA
LAGARDE;JEAN CHRISTOPHE;M;24/10/1967;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;NA;NA;NA;NA;NA;NA;DRANCY;Commune;WIKIPEDIA
LAGARDE;JEAN CHRISTOPHE;M;24/10/1967;CONSEILLER MUNICIPAL;12/06/1995;10/03/2001;FM;NA;NA;NA;NA;NA;NA;DRANCY;Commune;WIKIPEDIA
LAGARDE;JEAN CHRISTOPHE;M;24/10/1967;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;NA;NA;DRANCY;Commune;WIKIPEDIA
LAGARDE;JEAN CHRISTOPHE;M;24/10/1967;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;NA;NA;DRANCY;Commune;WIKIPEDIA
LAGARDE;JEAN CHRISTOPHE;M;24/10/1967;CONSEILLER MUNICIPAL;26/03/2014;15/03/2020;FM;M;26/03/2014;02/09/2017;CUMUL;NA;NA;DRANCY;Commune;WIKIPEDIA
LAGARDE;JEAN CHRISTOPHE;M;24/10/1967;CONSEILLER REGIONAL;16/03/1998;17/12/2002;AU;NA;NA;NA;NA;UDI;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
LAGARDE;JEAN CHRISTOPHE;M;24/10/1967;DEPUTE;09/06/2002;01/06/2007;FM;VP;09/06/2002;01/06/2007;FM;UDI;NA;5e CIRCONSCRIPTION SEINE SAINTE DENIS;Circonscription législative;WIKIPEDIA
LAGARDE;JEAN CHRISTOPHE;M;24/10/1967;DEPUTE;10/06/2007;01/06/2012;FM;VP;16/11/2010;01/06/2012;FM;UDI;NA;5e CIRCONSCRIPTION SEINE SAINTE DENIS;Circonscription législative;WIKIPEDIA
LAGARDE;JEAN CHRISTOPHE;M;24/10/1967;DEPUTE;10/06/2012;10/06/2017;FM;NA;NA;NA;NA;UDI;NA;5e CIRCONSCRIPTION SEINE SAINTE DENIS;Circonscription législative;WIKIPEDIA
LAGARDE;JEAN CHRISTOPHE;M;24/10/1967;DEPUTE;18/06/2017;10/06/2022;FM;NA;NA;NA;NA;UDI;NA;5e CIRCONSCRIPTION SEINE SAINTE DENIS;Circonscription législative;WIKIPEDIA
LE ROUX;BRUNO;M;02/05/1965;CONSEILLER DEPARTEMENTAL;22/03/1992;10/03/1998;FM;NA;NA;NA;NA;PS;NA;EPINAY SUR SEINE;Canton;WIKIPEDIA
LE ROUX;BRUNO;M;02/05/1965;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;ADJOINT;19/03/1989;10/06/1995;FM;PS;NA;EPINAY SUR SEINE;Commune;WIKIPEDIA
LE ROUX;BRUNO;M;02/05/1965;CONSEILLER MUNICIPAL;12/06/1995;10/03/2001;FM;M;12/06/1995;10/03/2001;FM;PS;NA;EPINAY SUR SEINE;Commune;WIKIPEDIA
LE ROUX;BRUNO;M;02/05/1965;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;NA;NA;NA;NA;PS;NA;EPINAY SUR SEINE;Commune;WIKIPEDIA
LE ROUX;BRUNO;M;02/05/1965;DEPUTE;25/05/1997;01/06/2002;FM;NA;NA;NA;NA;PS;NA;1ere CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
LE ROUX;BRUNO;M;02/05/1965;DEPUTE;09/06/2002;01/06/2007;FM;NA;NA;NA;NA;PS;NA;1ere CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
LE ROUX;BRUNO;M;02/05/1965;DEPUTE;10/06/2007;01/06/2012;FM;NA;NA;NA;NA;PS;NA;1ere CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
LE ROUX;BRUNO;M;02/05/1965;DEPUTE;10/06/2012;10/06/2017;FM;NA;NA;NA;NA;PS;NA;1ere CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
LEFORT;FERNAND;M;09/10/1911;CONSEILLER DEPARTEMENTAL;01/01/1953;01/06/1961;FM;NA;NA;NA;NA;PCF;NA;SEINE;Canton;WIKIPEDIA
LEFORT;FERNAND;M;09/10/1911;CONSEILLER DEPARTEMENTAL;04/06/1961;20/09/1967;FM;NA;NA;NA;NA;PCF;NA;SEINE;Canton;WIKIPEDIA
LEFORT;FERNAND;M;09/10/1911;CONSEILLER DEPARTEMENTAL;15/09/1967;20/09/1973;FM;NA;NA;NA;NA;PCF;NA;SAINT OUEN;Canton;WIKIPEDIA
LEFORT;FERNAND;M;09/10/1911;CONSEILLER MUNICIPAL;01/01/1949;20/04/1953;FM;M;01/01/1949;20/04/1953;FM;NA;NA;SAINT OUEN;Commune;WIKIPEDIA
LEFORT;FERNAND;M;09/10/1911;CONSEILLER MUNICIPAL;26/04/1953;01/03/1959;FM;M;26/04/1953;01/03/1959;FM;NA;NA;SAINT OUEN;Commune;WIKIPEDIA
LEFORT;FERNAND;M;09/10/1911;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;M;08/03/1959;10/03/1965;FM;NA;NA;SAINT OUEN;Commune;WIKIPEDIA
LEFORT;FERNAND;M;09/10/1911;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;M;14/03/1965;10/03/1971;FM;NA;NA;SAINT OUEN;Commune;WIKIPEDIA
LEFORT;FERNAND;M;09/10/1911;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;NA;NA;SAINT OUEN;Commune;WIKIPEDIA
LEFORT;FERNAND;M;09/10/1911;CONSEILLER MUNICIPAL;13/03/1977;01/06/1979;NA;M;13/03/1977;01/06/1979;NA;NA;NA;SAINT OUEN;Commune;WIKIPEDIA
LEFORT;FERNAND;M;09/10/1911;SENATEUR;22/09/1968;20/09/1977;FM;NA;NA;NA;NA;PCF;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
LEFORT;FERNAND;M;09/10/1911;SENATEUR;25/09/1977;20/09/1986;FM;NA;NA;NA;NA;PCF;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
LOLIVE;JEAN;M;06/06/1910;CONSEILLER MUNICIPAL;19/10/1947;20/04/1953;FM;NA;NA;NA;NA;PCF;NA;PANTIN;Commune;WIKIPEDIA
LOLIVE;JEAN;M;06/06/1910;CONSEILLER MUNICIPAL;26/04/1953;01/03/1959;FM;ADJOINT;26/04/1953;01/03/1959;FM;PCF;NA;PANTIN;Commune;WIKIPEDIA
LOLIVE;JEAN;M;06/06/1910;CONSEILLER DEPARTEMENTAL;01/01/1953;20/04/1958;FM;NA;NA;NA;NA;NA;NA;SEINE;Canton;WIKIPEDIA
LOLIVE;JEAN;M;06/06/1910;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;M;08/03/1959;10/03/1965;FM;PCF;NA;PANTIN;Commune;WIKIPEDIA
