NomDeNaissance;Prenom;Sexe;DateDeNaissance;TypeMandat;DateDebutMandat;DateFinMandat;MotifFinMandat;TypeFonction;DateDebutFonction;DateFinFonction;MotifFinFonction;NuancePolitique;IdTerritoire;NomTerritoire;TypeTerritoire;Sources
JOISSAINS MASINI;MARYSE;F;15/08/1942;CONSEILLER MUNICIPAL;19/03/2001;10/03/2008;FM;M;19/03/2001;10/03/2008;FM;UMP;NA;AIX EN PROVENCE;Commune;WIKIPEDIA
JOISSAINS MASINI;MARYSE;F;15/08/1942;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;UMP;NA;AIX EN PROVENCE;Commune;WIKIPEDIA
JOISSAINS MASINI;MARYSE;F;15/08/1942;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;LR;NA;AIX EN PROVENCE;Commune;WIKIPEDIA
JOISSAINS MASINI;MARYSE;F;15/08/1942;CONSEILLER MUNICIPAL;23/05/2020;NA;NA;M;23/05/2020;NA;NA;LR;NA;AIX EN PROVENCE;Commune;WIKIPEDIA
JOUVE;MIREILLE;F;30/12/1960;SENATEUR;28/09/2014;20/09/2020;FM;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
JOUVE;MIREILLE;F;30/12/1960;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;NA;NA;MEYRARGUES;Commune;WIKIPEDIA
JOUVE;MIREILLE;F;30/12/1960;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;21/09/2017;CUMUL;NA;NA;MEYRARGUES;Commune;WIKIPEDIA
KERT;CHRISTIAN;M;25/07/1946;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;NA;NA;NA;NA;UDF;NA;SALON DE PROVENCE;Commune;WIKIPEDIA
KERT;CHRISTIAN;M;25/07/1946;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;1er ADJOINT;06/03/1983;10/03/1989;FM;UDF;NA;SALON DE PROVENCE;Commune;WIKIPEDIA
KERT;CHRISTIAN;M;25/07/1946;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;NA;NA;NA;NA;UDF;NA;SALON DE PROVENCE;Commune;WIKIPEDIA
KERT;CHRISTIAN;M;25/07/1946;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;NA;NA;NA;NA;UMP;NA;SALON DE PROVENCE;Commune;WIKIPEDIA
KERT;CHRISTIAN;M;25/07/1946;DEPUTE;05/06/1988;20/03/1993;FM;NA;NA;NA;NA;UDF;NA;11e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
KERT;CHRISTIAN;M;25/07/1946;DEPUTE;21/03/1993;20/05/1997;FM;NA;NA;NA;NA;UDF;NA;11e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
KERT;CHRISTIAN;M;25/07/1946;DEPUTE;25/05/1997;01/06/2002;FM;NA;NA;NA;NA;UMP;NA;11e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
KERT;CHRISTIAN;M;25/07/1946;DEPUTE;19/07/2002;10/06/2007;FM;NA;NA;NA;NA;UMP;NA;11e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
KERT;CHRISTIAN;M;25/07/1946;DEPUTE;10/06/2007;01/06/2012;FM;NA;NA;NA;NA;UMP;NA;11e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
KERT;CHRISTIAN;M;25/07/1946;DEPUTE;17/06/2012;10/06/2017;FM;NA;NA;NA;NA;UMP;NA;11e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
LAFOND;JEAN PIERRE;M;17/02/1940;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;NA;NA;LA CIOTAT;Commune;WIKIPEDIA
LAFOND;JEAN PIERRE;M;17/02/1940;SENATEUR;10/12/1995;20/09/1998;FM;NA;NA;NA;NA;NA;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
LAMBERT;FRANCOIS MICHEL;M;24/08/1966;DEPUTE;17/06/2012;10/06/2017;FM;NA;NA;NA;NA;ECO;NA;10e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
LAMBERT;FRANCOIS MICHEL;M;24/08/1966;DEPUTE;21/06/2017;10/06/2022;FM;NA;NA;NA;NA;ECO;NA;10e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
LAMBERT;FRANCOIS MICHEL;M;24/08/1966;CONSEILLER MUNICIPAL;09/03/2008;01/06/2013;DM;NA;NA;NA;NA;ECO;NA;GARDANNE;Commune;WIKIPEDIA
LAQHILA;MOHAMED;M;03/08/1959;DEPUTE;21/06/2017;10/06/2022;FM;NA;NA;NA;NA;MODEM;NA;11e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
LAQHILA;MOHAMED;M;03/08/1959;DEPUTE;19/06/2022;NA;NA;NA;NA;NA;NA;MODEM;NA;11e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
LAZZARINO;GEORGES;M;19/02/1921;CONSEILLER MUNICIPAL;26/04/1953;01/03/1959;FM;NA;NA;NA;NA;PCF;NA;PORT DE BOUC;Commune;WIKIPEDIA
LAZZARINO;GEORGES;M;19/02/1921;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;NA;NA;NA;NA;PCF;NA;PORT DE BOUC;Commune;WIKIPEDIA
LAZZARINO;GEORGES;M;19/02/1921;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;NA;NA;NA;NA;PCF;NA;PORT DE BOUC;Commune;WIKIPEDIA
LAZZARINO;GEORGES;M;19/02/1921;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;ADJOINT;14/03/1971;10/03/1977;FM;PCF;NA;MARSEILLE;Commune;WIKIPEDIA
LAZZARINO;GEORGES;M;19/02/1921;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;ADJOINT;13/03/1977;01/03/1983;FM;PCF;NA;MARSEILLE;Commune;WIKIPEDIA
LAZZARINO;GEORGES;M;19/02/1921;DEPUTE;04/03/1973;10/03/1978;FM;NA;NA;NA;NA;PCF;NA;5e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
LAZZARINO;GEORGES;M;19/02/1921;DEPUTE;12/03/1978;10/06/1981;FM;NA;NA;NA;NA;PCF;NA;5e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
LE RUDULIER;STEPHANE;M;09/12/1973;SENATEUR;01/10/2020;NA;NA;NA;NA;NA;NA;LR;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
LE RUDULIER;STEPHANE;M;09/12/1973;CONSEILLER MUNICIPAL;30/01/2016;01/10/2020;FM;M;30/01/2016;01/10/2020;FM;LR;NA;ROGNAC;Commune;WIKIPEDIA
LECCIA;BASTIEN;M;03/11/1919;SENATEUR;11/05/1983;20/09/1989;FM;NA;NA;NA;NA;NA;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
LECCIA;BASTIEN;M;03/11/1919;DEPUTE;12/03/1967;30/05/1968;FM;NA;NA;NA;NA;NA;NA;1ere CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
LECCIA;BERNARD;M;01/11/1933;DEPUTE;21/03/1993;20/05/1997;FM;NA;NA;NA;NA;RPR;NA;7e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
LEENHARDT;FRANCIS;M;24/04/1908;DEPUTE;21/10/1945;01/06/1946;FM;NA;NA;NA;NA;SOC;NA;6e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
LEENHARDT;FRANCIS;M;24/04/1908;DEPUTE;02/06/1946;25/11/1946;FM;NA;NA;NA;NA;SOC;NA;6e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
LEENHARDT;FRANCIS;M;24/04/1908;DEPUTE;10/11/1946;10/06/1951;FM;NA;NA;NA;NA;SOC;NA;6e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
LEENHARDT;FRANCIS;M;24/04/1908;DEPUTE;17/06/1951;01/01/1956;FM;NA;NA;NA;NA;SOC;NA;6e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
LEENHARDT;FRANCIS;M;24/04/1908;DEPUTE;02/01/1956;20/11/1958;FM;NA;NA;NA;NA;SOC;NA;6e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
LEENHARDT;FRANCIS;M;24/04/1908;DEPUTE;23/11/1958;10/11/1962;FM;NA;NA;NA;NA;SOC;NA;6e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
LEENHARDT;FRANCIS;M;24/04/1908;DEPUTE;04/03/1973;10/03/1978;FM;NA;NA;NA;NA;SOC;NA;VAUCLUSE;Circonscription législative;WIKIPEDIA
LEONETTI;JEAN JACQUES;M;11/06/1938;DEPUTE;02/07/1981;10/03/1986;FM;NA;NA;NA;NA;NA;NA;7e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
LEONETTI;JEAN JACQUES;M;11/06/1938;DEPUTE;16/03/1986;01/06/1988;FM;NA;NA;NA;NA;NA;NA;7e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
LOMBARD;PAUL;M;15/12/1927;CONSEILLER MUNICIPAL;26/04/1953;01/03/1959;FM;NA;NA;NA;NA;PCF;NA;MARTIGUES;Commune;WIKIPEDIA
LOMBARD;PAUL;M;15/12/1927;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;NA;NA;NA;NA;PCF;NA;MARTIGUES;Commune;WIKIPEDIA
LOMBARD;PAUL;M;15/12/1927;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;M;10/12/1968;10/03/1971;FM;PCF;NA;MARTIGUES;Commune;WIKIPEDIA
LOMBARD;PAUL;M;15/12/1927;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;PCF;NA;MARTIGUES;Commune;WIKIPEDIA
LOMBARD;PAUL;M;15/12/1927;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;PCF;NA;MARTIGUES;Commune;WIKIPEDIA
LOMBARD;PAUL;M;15/12/1927;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;PCF;NA;MARTIGUES;Commune;WIKIPEDIA
LOMBARD;PAUL;M;15/12/1927;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;PCF;NA;MARTIGUES;Commune;WIKIPEDIA
LOMBARD;PAUL;M;15/12/1927;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;PCF;NA;MARTIGUES;Commune;WIKIPEDIA
LOMBARD;PAUL;M;15/12/1927;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;PCF;NA;MARTIGUES;Commune;WIKIPEDIA
LOMBARD;PAUL;M;15/12/1927;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;29/05/2009;DM;PCF;NA;MARTIGUES;Commune;WIKIPEDIA
LOMBARD;PAUL;M;15/12/1927;DEPUTE;05/06/1988;20/03/1993;FM;NA;NA;NA;NA;PCF;NA;13e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
LOMBARD;PAUL;M;15/12/1927;CONSEILLER DEPARTEMENTAL;23/09/1970;01/03/1976;FM;NA;NA;NA;NA;PCF;NA;MARTIGUES;Canton;WIKIPEDIA
LOMBARD;PAUL;M;15/12/1927;CONSEILLER DEPARTEMENTAL;07/03/1976;10/03/1982;FM;NA;NA;NA;NA;PCF;NA;MARTIGUES;Canton;WIKIPEDIA
LOMBARD;PAUL;M;15/12/1927;CONSEILLER DEPARTEMENTAL;14/03/1982;20/09/1988;FM;NA;NA;NA;NA;PCF;NA;MARTIGUES;Canton;WIKIPEDIA
LOO;CHARLES EMILE;M;04/03/1922;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
LOO;CHARLES EMILE;M;04/03/1922;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;ADJOINT;14/03/1971;10/03/1977;FM;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
LOO;CHARLES EMILE;M;04/03/1922;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;ADJOINT;13/03/1977;01/03/1983;FM;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
LOO;CHARLES EMILE;M;04/03/1922;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;Ma;19/03/1989;10/06/1995;FM;SOC;NA;5e SECTEUR MARSEILLE;Commune;WIKIPEDIA
LOO;CHARLES EMILE;M;04/03/1922;DEPUTE;05/03/1967;20/06/1968;FM;NA;NA;NA;NA;SOC;NA;2e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
LOO;CHARLES EMILE;M;04/03/1922;DEPUTE;04/03/1973;10/03/1978;FM;NA;NA;NA;NA;SOC;NA;2e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
LOO;CHARLES EMILE;M;04/03/1922;REPRESENTANT EUROPEEN;17/07/1979;20/07/1984;FM;NA;NA;NA;NA;NA;NA;NA;NA;WIKIPEDIA
LOO;CHARLES EMILE;M;04/03/1922;REPRESENTANT EUROPEEN;24/07/1984;24/07/1989;FM;NA;NA;NA;NA;NA;NA;NA;NA;WIKIPEDIA
LOUIS;ALEXANDRA;F;17/09/1983;DEPUTE;21/06/2017;10/06/2022;FM;NA;NA;NA;NA;LREM;NA;3e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
LUCAS;PIERRE;M;25/01/1928;DEPUTE;23/06/1968;01/03/1973;FM;NA;NA;NA;NA;NA;NA;2e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
MAGGI;JEAN PIERRE;M;27/07/1944;DEPUTE;17/06/2012;10/06/2017;FM;NA;NA;NA;NA;SOC;NA;8e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
MAGGI;JEAN PIERRE;M;27/07/1944;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;SOC;NA;VELAUX;Commune;WIKIPEDIA
MAGGI;JEAN PIERRE;M;27/07/1944;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;SOC;NA;VELAUX;Commune;WIKIPEDIA
MAGGI;JEAN PIERRE;M;27/07/1944;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;SOC;NA;VELAUX;Commune;WIKIPEDIA
MAGGI;JEAN PIERRE;M;27/07/1944;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;SOC;NA;VELAUX;Commune;WIKIPEDIA
MAGGI;JEAN PIERRE;M;27/07/1944;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;SOC;NA;VELAUX;Commune;WIKIPEDIA
MAGGI;JEAN PIERRE;M;27/07/1944;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;SOC;NA;VELAUX;Commune;WIKIPEDIA
MAGGI;JEAN PIERRE;M;27/07/1944;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;SOC;NA;VELAUX;Commune;WIKIPEDIA
MAGGI;JEAN PIERRE;M;27/07/1944;CONSEILLER DEPARTEMENTAL;22/03/1992;10/03/1998;FM;NA;NA;NA;NA;SOC;NA;PELISSANNE;Canton;WIKIPEDIA
MAGGI;JEAN PIERRE;M;27/07/1944;CONSEILLER DEPARTEMENTAL;15/03/1998;20/03/2004;FM;NA;NA;NA;NA;SOC;NA;PELISSANNE;Canton;WIKIPEDIA
MAGGI;JEAN PIERRE;M;27/07/1944;CONSEILLER DEPARTEMENTAL;21/03/2004;01/03/2008;FM;NA;NA;NA;NA;SOC;NA;PELISSANNE;Canton;WIKIPEDIA
MAGGI;JEAN PIERRE;M;27/07/1944;CONSEILLER DEPARTEMENTAL;27/03/2011;01/09/2013;CONDAMNATION;NA;NA;NA;NA;SOC;NA;PELISSANNE;Canton;WIKIPEDIA
MALLIE;RICHARD;M;25/10/1948;DEPUTE;19/07/2002;10/06/2007;FM;NA;NA;NA;NA;UMP;NA;10e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
MALLIE;RICHARD;M;25/10/1948;DEPUTE;10/06/2007;01/06/2012;FM;NA;NA;NA;NA;UMP;NA;10e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
MALLIE;RICHARD;M;25/10/1948;CONSEILLER DEPARTEMENTAL;19/03/2001;10/03/2008;FM;NA;NA;NA;NA;UMP;NA;GARDANNE;Canton;WIKIPEDIA
MALLIE;RICHARD;M;25/10/1948;CONSEILLER DEPARTEMENTAL;29/03/2015;20/06/2021;FM;NA;NA;NA;NA;LR;NA;VITROLLES;Canton;WIKIPEDIA
MALLIE;RICHARD;M;25/10/1948;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;M;04/05/1990;10/06/1995;FM;UDF;NA;BOUC BEL AIR;Commune;WIKIPEDIA
MALLIE;RICHARD;M;25/10/1948;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;UDF;NA;BOUC BEL AIR;Commune;WIKIPEDIA
MALLIE;RICHARD;M;25/10/1948;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;UMP;NA;BOUC BEL AIR;Commune;WIKIPEDIA
MALLIE;RICHARD;M;25/10/1948;CONSEILLER MUNICIPAL;23/05/2020;NA;NA;M;23/05/2020;NA;NA;LR;NA;BOUC BEL AIR;Commune;WIKIPEDIA
MARCHETTI;PASCAL;M;04/09/1905;DEPUTE;23/11/1958;10/11/1962;FM;NA;NA;NA;NA;UNR;NA;8e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
MARCHETTI;PASCAL;M;04/09/1905;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;NA;NA;NA;NA;UNR;NA;MARSEILLE;Commune;WIKIPEDIA
MARQUAND GAIRARD;PIERRE;M;11/02/1902;DEPUTE;18/11/1962;01/03/1967;FM;NA;NA;NA;NA;RPF;NA;1ere CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
MARQUAND GAIRARD;PIERRE;M;11/02/1902;CONSEILLER MUNICIPAL;19/10/1947;20/04/1953;FM;ADJOINT;19/10/1947;20/04/1953;FM;RPF;NA;MARSEILLE;Commune;WIKIPEDIA
MARQUAND GAIRARD;PIERRE;M;11/02/1902;CONSEILLER MUNICIPAL;26/04/1953;01/03/1959;FM;ADJOINT;26/04/1953;01/03/1959;FM;RPF;NA;MARSEILLE;Commune;WIKIPEDIA
MASSE;JEAN;M;03/01/1911;DEPUTE;02/01/1956;20/11/1958;FM;NA;NA;NA;NA;SOC;NA;1ere CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
MASSE;JEAN;M;03/01/1911;DEPUTE;18/11/1962;01/03/1967;FM;NA;NA;NA;NA;SOC;NA;8e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
MASSE;JEAN;M;03/01/1911;DEPUTE;05/03/1967;20/06/1968;FM;NA;NA;NA;NA;SOC;NA;8e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
MASSE;JEAN;M;03/01/1911;DEPUTE;23/06/1968;01/03/1973;FM;NA;NA;NA;NA;SOC;NA;8e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
MASSE;JEAN;M;03/01/1911;DEPUTE;04/03/1973;10/03/1978;FM;NA;NA;NA;NA;SOC;NA;8e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
MASSE;JEAN;M;03/01/1911;CONSEILLER DEPARTEMENTAL;23/09/1945;10/03/1949;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE NORD EST;Canton;WIKIPEDIA
MASSE;JEAN;M;03/01/1911;CONSEILLER DEPARTEMENTAL;20/03/1949;10/04/1955;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE NORD EST;Canton;WIKIPEDIA
MASSE;JEAN;M;03/01/1911;CONSEILLER DEPARTEMENTAL;17/04/1955;01/06/1961;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE NORD EST;Canton;WIKIPEDIA
MASSE;JEAN;M;03/01/1911;CONSEILLER DEPARTEMENTAL;04/06/1961;20/09/1967;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE NORD EST;Canton;WIKIPEDIA
MASSE;JEAN;M;03/01/1911;CONSEILLER DEPARTEMENTAL;24/09/1967;20/09/1973;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE NORD EST;Canton;WIKIPEDIA
MASSE;JEAN;M;03/01/1911;CONSEILLER DEPARTEMENTAL;23/09/1973;10/03/1979;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE NORD EST;Canton;WIKIPEDIA
MASSE;JEAN;M;03/01/1911;CONSEILLER DEPARTEMENTAL;18/03/1979;01/03/1985;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE NORD EST;Canton;WIKIPEDIA
MASSE;JEAN;M;03/01/1911;CONSEILLER MUNICIPAL;19/10/1947;20/04/1953;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
MASSE;JEAN;M;03/01/1911;CONSEILLER MUNICIPAL;26/04/1953;01/03/1959;FM;ADJOINT;26/04/1953;01/03/1959;FM;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
MASSE;JEAN;M;03/01/1911;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;ADJOINT;08/03/1959;10/03/1965;FM;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
MASSE;JEAN;M;03/01/1911;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;ADJOINT;14/03/1965;10/03/1971;FM;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
MASSE;JEAN;M;03/01/1911;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;ADJOINT;14/03/1971;10/03/1977;FM;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
MASSE;JEAN;M;03/01/1911;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;ADJOINT;13/03/1977;01/03/1983;FM;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
MASSE;MARIUS;M;15/04/1941;DEPUTE;02/07/1981;10/03/1986;FM;NA;NA;NA;NA;SOC;NA;8e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
MASSE;MARIUS;M;15/04/1941;DEPUTE;05/06/1988;20/03/1993;FM;NA;NA;NA;NA;SOC;NA;8e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
MASSE;MARIUS;M;15/04/1941;DEPUTE;21/03/1993;20/05/1997;FM;NA;NA;NA;NA;SOC;NA;8e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
MASSE;MARIUS;M;15/04/1941;DEPUTE;25/05/1997;01/06/2002;FM;NA;NA;NA;NA;SOC;NA;8e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
MASSE;MARIUS;M;15/04/1941;CONSEILLER DEPARTEMENTAL;23/09/1973;10/03/1979;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE LES OLIVES;Canton;WIKIPEDIA
MASSE;MARIUS;M;15/04/1941;CONSEILLER DEPARTEMENTAL;18/03/1979;01/03/1985;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE LES OLIVES;Canton;WIKIPEDIA
MASSE;MARIUS;M;15/04/1941;CONSEILLER DEPARTEMENTAL;10/03/1985;20/03/1992;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE LES OLIVES;Canton;WIKIPEDIA
MASSE;MARIUS;M;15/04/1941;CONSEILLER DEPARTEMENTAL;22/03/1992;10/03/1998;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE LES OLIVES;Canton;WIKIPEDIA
MASSE;MARIUS;M;15/04/1941;CONSEILLER DEPARTEMENTAL;15/03/1998;20/03/2004;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE LES OLIVES;Canton;WIKIPEDIA
MASSE;MARIUS;M;15/04/1941;CONSEILLER DEPARTEMENTAL;25/03/2004;10/03/2011;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE LES OLIVES;Canton;WIKIPEDIA
MASSE;CHRISTOPHE;M;16/11/1963;CONSEILLER DEPARTEMENTAL;15/03/1998;20/03/2004;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE MONTOLIVET;Canton;WIKIPEDIA
MASSE;CHRISTOPHE;M;16/11/1963;CONSEILLER DEPARTEMENTAL;21/03/2004;01/03/2008;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE LES TROIS LUCS;Canton;WIKIPEDIA
MASSE;CHRISTOPHE;M;16/11/1963;CONSEILLER DEPARTEMENTAL;27/03/2011;20/03/2015;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE LES OLIVES;Canton;WIKIPEDIA
MASSE;CHRISTOPHE;M;16/11/1963;CONSEILLER DEPARTEMENTAL;02/04/2015;01/07/2021;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE 6;Canton;WIKIPEDIA
MASSE;CHRISTOPHE;M;16/11/1963;DEPUTE;19/07/2002;10/06/2007;FM;NA;NA;NA;NA;SOC;NA;8e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
MASSE;CHRISTOPHE;M;16/11/1963;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
MASSE;CHRISTOPHE;M;16/11/1963;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
MATALON;DANIEL;M;13/08/1914;CONSEILLER MUNICIPAL;26/04/1953;01/03/1959;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
MATALON;DANIEL;M;13/08/1914;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
MATALON;DANIEL;M;13/08/1914;CONSEILLER DEPARTEMENTAL;17/04/1955;01/06/1961;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE;Canton;WIKIPEDIA
