"Elu_IdIndividu","NomDeNaissance","NomMarital1","NomMarital2","Prenom","Prénom2","Prénom3","Dit","Sexe","DateNaissance","DateDeces","TypeMandat","DateDebutMandat","DateFinMandat","MotifFinMandat","CodeTerritoire","NomTerritoire"
"EUR_0001679","EYRAUD",NULL,NULL,"LOUIS",NULL,NULL,NULL,"M","1922-05-18","1993-09-29","REPRESENTANT AU PARLEMENT EUROPEEN","1981-09-15","1984-06-16","FM","0","UNIQUE"
"EUR_0001068","PERY",NULL,NULL,"NICOLE",NULL,NULL,NULL,"F","1943-05-15",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1981-09-17","1984-06-16","FM","0","UNIQUE"
"EUR_0000774","MEO",NULL,NULL,"JEAN",NULL,NULL,NULL,"M","1927-04-24",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1981-09-18","1982-09-30","DV","0","UNIQUE"
"PLM_1528369","DENIAU",NULL,NULL,"XAVIER",NULL,NULL,NULL,"M","1923-09-24","2011-03-29","REPRESENTANT AU PARLEMENT EUROPEEN","1981-09-18","1983-04-14","DEMISSION","0","UNIQUE"
"EUR_0001747","DENIAU",NULL,NULL,"JEAN FRANCOIS",NULL,NULL,NULL,"M","1928-10-31","2007-01-24","REPRESENTANT AU PARLEMENT EUROPEEN","1981-09-18","1983-04-14","DV","0","UNIQUE"
"RNE_0834626","BUCCHINI",NULL,NULL,"DOMINIQUE",NULL,NULL,NULL,"M","1943-01-24",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1981-09-28","1984-06-16","FM","0","UNIQUE"
"EUR_0000798","LALUMIERE",NULL,NULL,"PIERRE",NULL,NULL,NULL,"M","1930-09-07",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1981-11-23","1984-06-16","FM","0","UNIQUE"
"EUR_0000736","PAULHAN",NULL,NULL,"RENE",NULL,NULL,NULL,"M","1921-05-10",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1981-12-16","1983-03-09","DV","0","UNIQUE"
"EUR_0001581","MOUCHEL",NULL,NULL,"JEAN",NULL,NULL,NULL,"M","1928-05-22",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1982-02-16","1983-09-30","DV","0","UNIQUE"
"EUR_0001194","NORDMANN",NULL,NULL,"JEAN THOMAS",NULL,NULL,NULL,"M","1946-02-16",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1982-04-16","1984-06-16","FM","0","UNIQUE"
"EUR_0000924","BORD",NULL,NULL,"ANDRE",NULL,NULL,NULL,"M","1922-11-30","2013-05-13","REPRESENTANT AU PARLEMENT EUROPEEN","1982-04-17","1984-06-16","","0","UNIQUE"
"EUR_0001772","ANGLADE",NULL,NULL,"MAGDELEINE",NULL,NULL,NULL,"F","1921-07-05",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1982-10-01","1983-11-18","DEMISSION","0","UNIQUE"
"EUR_0001650","GAUTHIER",NULL,NULL,"ROGER",NULL,NULL,NULL,"M","1934-12-05",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1983-01-13","1984-06-16","FM","0","UNIQUE"
"EUR_0000696","SCAMARONI",NULL,NULL,"MARIE CLAIRE",NULL,NULL,NULL,"F","1913-09-22",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1983-03-10","1984-06-16","FM","0","UNIQUE"
"EUR_0000932","BERNARD",NULL,NULL,"PIERRE",NULL,NULL,NULL,"M","1931-11-01",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1983-03-24","1984-06-16","","0","UNIQUE"
"EUR_0000743","NEBOUT",NULL,NULL,"JACQUELINE",NULL,NULL,NULL,"F","1928-10-12",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1983-04-15","1984-06-16","","0","UNIQUE"
"EUR_0000679","TATILON",NULL,NULL,"HUGHES",NULL,NULL,NULL,"M","1909-11-16",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1983-05-27","1983-07-24","DV","0","UNIQUE"
"EUR_0000281","KASPEREIT",NULL,NULL,"GABRIEL",NULL,NULL,NULL,"M","1919-06-21","2006-08-01","REPRESENTANT AU PARLEMENT EUROPEEN","1983-07-25","1984-06-16","FM","0","UNIQUE"
"EUR_0000719","ROLLAND",NULL,NULL,"HECTOR",NULL,NULL,NULL,"M","1911-12-25","1995-03-07","REPRESENTANT AU PARLEMENT EUROPEEN","1983-10-01","1984-06-16","FM","0","UNIQUE"
"EUR_0000709","RIVIEREZ",NULL,NULL,"HECTOR",NULL,NULL,NULL,"M","1913-03-19","2003-05-26","REPRESENTANT AU PARLEMENT EUROPEEN","1983-11-19","1984-06-16","","0","UNIQUE"
"EUR_0000778","MARCHESIN",NULL,NULL,"ROLAND",NULL,NULL,NULL,"M","1939-07-12",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-01-01","1984-06-16","FM","0","UNIQUE"
"RNE_0859128","JUPPE",NULL,NULL,"ALAIN",NULL,NULL,NULL,"M","1945-08-15",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1986-03-19","NOMME AU GOUVERNEMENT","0","UNIQUE"
"RNE_0014769","LEHIDEUX",NULL,NULL,"MARTINE",NULL,NULL,NULL,"F","1933-05-27",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"RNE_0001057","GREMETZ",NULL,NULL,"MAXIME",NULL,NULL,NULL,"M","1940-09-03",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1986-04-29","DEPUTE NATIONAL","0","UNIQUE"
"RNE_0336739","PONS",NULL,NULL,"BERNARD",NULL,NULL,NULL,"M","1926-07-18",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1985-04-30","DEMISSION","0","UNIQUE"
"RNE_0094535","BERNARD REYMOND",NULL,NULL,"PIERRE",NULL,NULL,NULL,"M","1944-01-16",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1986-12-04","DEPUTE NATIONAL","0","UNIQUE"
"RNE_0001088","ABELIN",NULL,NULL,"JEAN PIERRE",NULL,NULL,NULL,"M","1950-09-03",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"RNE_0837980","LE PEN",NULL,NULL,"JEAN MARIE",NULL,NULL,NULL,"M","1928-06-20",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"RNE_0000905","MANCEL",NULL,NULL,"JEAN FRANCOIS",NULL,NULL,NULL,"M","1948-03-01",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1986-12-11","DEPUTE NATIONAL","0","UNIQUE"
"RNE_0838005","FONTAINE",NULL,NULL,"NICOLE",NULL,NULL,NULL,"F","1942-01-16",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"RNE_0007014","LIENEMANN",NULL,NULL,"MARIE NOELLE",NULL,NULL,NULL,"F","1951-07-12",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1988-06-25","DEPUTE NATIONAL","0","UNIQUE"
"RNE_0011291","VERNIER",NULL,NULL,"JACQUES",NULL,NULL,NULL,"M","1944-07-03",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001707","CHARZAT",NULL,NULL,"GISELE",NULL,NULL,NULL,"F","1941-02-17",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0000433","FANTON",NULL,NULL,"ANDRE",NULL,NULL,NULL,"M","1928-03-31",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"RNE_0015611","BACHY",NULL,NULL,"JEAN PAUL",NULL,NULL,NULL,"M","1947-03-30",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1988-06-23","DV","0","UNIQUE"
"EUR_0001617","HOFFMANN",NULL,NULL,"JACQUELINE",NULL,NULL,NULL,"F","1943-12-26",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1986-04-29","DV","0","UNIQUE"
"EUR_0001639","HUGOT",NULL,NULL,"JEAN PAUL",NULL,NULL,NULL,"M","1948-04-02",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1988-10-09","DV","0","UNIQUE"
"RNE_0000402","FLOSSE",NULL,NULL,"GASTON",NULL,NULL,NULL,"M","1931-06-24",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1986-03-19","NOMME AU GOUVERNEMENT","0","UNIQUE"
"RNE_0000398","VERGES",NULL,NULL,"PAUL",NULL,NULL,NULL,"M","1925-03-05","2016-11-12","REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001588","MARCHAIS",NULL,NULL,"GEORGES",NULL,NULL,NULL,"M","1920-06-07","1997-11-16","REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"RNE_0000240","LONGUET",NULL,NULL,"GERARD",NULL,NULL,NULL,"M","1946-02-24",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1986-03-19","NOMME AU GOUVERNEMENT","0","UNIQUE"
"RNE_0000088","WURTZ",NULL,NULL,"FRANCIS",NULL,NULL,NULL,"M","1948-01-03",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001590","MAFFRE BAUGE",NULL,NULL,"EMMANUEL",NULL,NULL,NULL,"M","1921-12-12",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001600","SCRIVENER",NULL,NULL,"CHRISTIANE",NULL,NULL,NULL,"F","1925-09-01",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-01-05","NOMME A LA COMMISSION EUROPEENNE","0","UNIQUE"
"EUR_0001603","MALAUD",NULL,NULL,"PHILIPPE",NULL,NULL,NULL,"M","1925-10-02","2007-10-14","REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001649","STIRBOIS",NULL,NULL,"JEAN PIERRE",NULL,NULL,NULL,"M","1945-01-30","1988-11-05","REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1986-04-15","DEPUTE NATIONAL","0","UNIQUE"
"EUR_0001679","EYRAUD",NULL,NULL,"LOUIS",NULL,NULL,NULL,"M","1922-05-18","1993-09-29","REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001693","FATOUS",NULL,NULL,"LEON",NULL,NULL,NULL,"M","1926-02-11",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001700","DONNEZ",NULL,NULL,"GEORGES",NULL,NULL,NULL,"M","1922-06-20","2001-04-23","REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001709","DUPUY",NULL,NULL,"ANNE MARIE",NULL,NULL,NULL,"F","1920-09-18",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1988-12-31","DEMISSION","0","UNIQUE"
"EUR_0001710","DEBATISSE",NULL,NULL,"MICHEL",NULL,NULL,NULL,"M","1929-04-01","1997-06-11","REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001711","ROUX",NULL,NULL,"JEAN PIERRE",NULL,NULL,NULL,"M","1938-08-05",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1987-03-31","DEPUTE NATIONAL","0","UNIQUE"
"EUR_0001723","CHAMBEIRON",NULL,NULL,"ROBERT",NULL,NULL,NULL,"M","1915-05-22",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001581","MOUCHEL",NULL,NULL,"JEAN",NULL,NULL,NULL,"M","1928-05-22",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001747","DENIAU",NULL,NULL,"JEAN FRANCOIS",NULL,NULL,NULL,"M","1928-10-31","2007-01-24","REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1986-04-01","DEPUTE NATIONAL","0","UNIQUE"
"EUR_0001750","CARIGNON",NULL,NULL,"ALAIN",NULL,NULL,NULL,"M","1949-02-23",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1986-03-19","NOMME AU GOUVERNEMENT","0","UNIQUE"
"EUR_0001752","CHABOCHE",NULL,NULL,"DOMINIQUE",NULL,NULL,NULL,"M","1937-05-12","2005-11-15","REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1986-04-15","DEPUTE NATIONAL","0","UNIQUE"
"EUR_0001757","DE CAMARET",NULL,NULL,"MICHEL",NULL,NULL,NULL,"M","1915-01-18","1987-06-24","REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1987-06-24","DECES","0","UNIQUE"
"EUR_0001772","ANGLADE",NULL,NULL,"MAGDELEINE",NULL,NULL,NULL,"F","1921-07-05",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001774","CHOURAQUI",NULL,NULL,"NICOLE",NULL,NULL,NULL,"F","1938-03-18","1987-09-01","REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1987-09-01","DECES","0","UNIQUE"
"EUR_0001798","COSTE FLORET",NULL,NULL,"ALFRED",NULL,NULL,NULL,"M","1911-04-09",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001801","COLLINOT",NULL,NULL,"MICHEL",NULL,NULL,NULL,"M","1946-11-02",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001803","FAJARDIE",NULL,NULL,"ROGER",NULL,NULL,NULL,"M","1930-09-04","1987-08-25","REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1987-08-25","DECES","0","UNIQUE"
"EUR_0001807","CHINAUD",NULL,NULL,"ROGER",NULL,NULL,NULL,"M","1934-09-06",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-04-03","DEMISSION","0","UNIQUE"
"EUR_0001821","BESSE",NULL,NULL,"JEAN",NULL,NULL,NULL,"M","1943-10-23",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001822","BAUDOUIN",NULL,NULL,"DENIS",NULL,NULL,NULL,"M","1923-02-14",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001580","MOTCHANE",NULL,NULL,"DIDIER",NULL,NULL,NULL,"M","1931-09-17",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-05-22","DEMISSION","0","UNIQUE"
"EUR_0001205","PASTY",NULL,NULL,"JEAN CLAUDE",NULL,NULL,NULL,"M","1937-06-15","2013-02-21","REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001212","BOMBARD",NULL,NULL,"ALAIN",NULL,NULL,NULL,"M","1924-10-27",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001498","THOME PATENOTRE",NULL,NULL,"JACQUELINE",NULL,NULL,NULL,"F","1906-02-03",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001511","SUTRA DE GERMA",NULL,NULL,"GEORGES",NULL,NULL,NULL,"M","1930-01-14",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001541","PONIATOWSKI",NULL,NULL,"MICHEL",NULL,NULL,NULL,"M","1922-05-16","2002-01-15","REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001542","PRANCHERE",NULL,NULL,"PIERRE",NULL,NULL,NULL,"M","1927-07-01",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001545","PFLIMLIN",NULL,NULL,"PIERRE",NULL,NULL,NULL,"M","1907-02-05","2000-06-27","REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001560","PORDEA",NULL,NULL,"GUSTAVE",NULL,NULL,NULL,"M","1916-02-03",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001569","D ORMESSON",NULL,NULL,"OLIVIER",NULL,NULL,NULL,"M","1918-08-05","2012-10-24","REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0000974","DE LA MALENE",NULL,NULL,"CHRISTIAN",NULL,NULL,NULL,"M","1920-12-05","2007-09-26","REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"RNE_1177455","BAUDIS",NULL,NULL,"DOMINIQUE",NULL,NULL,NULL,"M","1947-04-14",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1988-06-20","DEPUTE NATIONAL","0","UNIQUE"
"EUR_0001702","ROSSI",NULL,NULL,"ANDRE",NULL,NULL,NULL,"M","1921-05-16",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1986-09-05","DV","0","UNIQUE"
"EUR_0000960","MUSSO",NULL,NULL,"FRANCOIS",NULL,NULL,NULL,"M","1935-10-01",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001022","LE CHEVALLIER",NULL,NULL,"JEAN MARIE",NULL,NULL,NULL,"M","1936-11-22",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0002215","MARTIN",NULL,NULL,"SIMONE",NULL,NULL,NULL,"F","1953-11-22",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","FM","0","UNIQUE"
"EUR_0001193","HERSANT",NULL,NULL,"ROBERT",NULL,NULL,NULL,"M","1920-01-31","1996-04-21","REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0000976","THAREAU",NULL,NULL,"BERNARD",NULL,NULL,NULL,"M","1936-09-02","1995-06-29","REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001068","PERY",NULL,NULL,"NICOLE",NULL,NULL,NULL,"F","1943-05-15",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0000975","SABY",NULL,NULL,"HENRY",NULL,NULL,NULL,"M","1933-08-08",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","FM","0","UNIQUE"
"EUR_0001604","MALLET",NULL,NULL,"JACQUES",NULL,NULL,NULL,"M","1924-02-04",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","FM","0","UNIQUE"
"EUR_0001482","WOLFF",NULL,NULL,"CLAUDE",NULL,NULL,NULL,"M","1924-01-24","2005-05-06","REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001209","ANTONY",NULL,NULL,"BERNARD",NULL,NULL,NULL,"M","1944-11-28",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","FM","0","UNIQUE"
"EUR_0001027","COT",NULL,NULL,"JEAN PIERRE",NULL,NULL,NULL,"M","1937-09-23",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","FM","0","UNIQUE"
"EUR_0001173","VAYSSADE",NULL,NULL,"MARIE CLAUDE",NULL,NULL,NULL,"F","1936-08-08",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","FM","0","UNIQUE"
"EUR_0001157","PIQUET",NULL,NULL,"RENE",NULL,NULL,NULL,"M","1932-10-23",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"RNE_0169458","GALLAND",NULL,NULL,"YVES",NULL,NULL,NULL,"M","1953-04-28",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1986-08-18","DV","0","UNIQUE"
"EUR_0001660","GADIOUX",NULL,NULL,"COLETTE",NULL,NULL,NULL,"F","1945-04-08",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001691","DE MARCH RONCO",NULL,NULL,"DANIELLE",NULL,NULL,NULL,"F","1939-08-05",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","FM","0","UNIQUE"
"EUR_0001659","FUILLET",NULL,NULL,"YVETTE",NULL,NULL,NULL,"F","1923-03-01",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001656","GUERMEUR",NULL,NULL,"GUY",NULL,NULL,NULL,"M","1930-01-11",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001606","LOO",NULL,NULL,"CHARLES EMILE",NULL,NULL,NULL,"M","1922-03-03",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","FM","0","UNIQUE"
"EUR_0001203","GALLO",NULL,NULL,"MAX",NULL,NULL,NULL,"M","1932-01-07",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001715","JOSPIN",NULL,NULL,"LIONEL",NULL,NULL,NULL,"M","1937-07-12",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1988-05-12","NOMME AU GOUVERNEMENT","0","UNIQUE"
"EUR_0001194","NORDMANN",NULL,NULL,"JEAN THOMAS",NULL,NULL,NULL,"M","1946-02-16",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"EUR_0001174","VEIL",NULL,NULL,"SIMONE",NULL,NULL,NULL,"F","1927-07-13","2017-06-30","REPRESENTANT AU PARLEMENT EUROPEEN","1984-06-17","1989-06-17","","0","UNIQUE"
"PLM_1530061","MALLET",NULL,NULL,"JACQUES",NULL,NULL,NULL,"M","1924-02-05",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-07-24","1989-07-24","","0","UNIQUE"
"RNE_0774810","MARTIN",NULL,NULL,"SIMONE",NULL,NULL,NULL,"F","1943-04-14",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-07-24","1989-07-24","","0","UNIQUE"
"PLM_1530058","ANTONY",NULL,NULL,"BERNARD",NULL,NULL,NULL,"M","1914-11-28",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-07-24","1989-07-24","","0","UNIQUE"
"RNE_0336792","GALLAND",NULL,NULL,"YVES",NULL,NULL,NULL,"M","1941-03-08",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-07-24","1986-08-18","NOMME AU GOUVERNEMENT","0","UNIQUE"
"PLM_1530057","VAYSSADE",NULL,NULL,"MARIE CLAUDE",NULL,NULL,NULL,"F","1936-08-04",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-07-24","1989-07-24","","0","UNIQUE"
"PLM_1530056","SABY",NULL,NULL,"HENRI",NULL,NULL,NULL,"M","1933-08-08",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-07-24","1989-07-24","","0","UNIQUE"
"PLM_1528790","COT",NULL,NULL,"JEAN PIERRE",NULL,NULL,NULL,"M","1937-10-23",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-07-24","1989-07-24","","0","UNIQUE"
"EUR_0001617","HOFFMANN",NULL,NULL,"JACQUELINE",NULL,NULL,NULL,"F","1943-12-26",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-07-24","2004-04-29","DEPUTE NATIONAL","0","UNIQUE"
"EUR_0000799","LECANUET",NULL,NULL,"JEAN",NULL,NULL,NULL,"M","1920-03-04","1993-02-22","REPRESENTANT AU PARLEMENT EUROPEEN","1984-07-24","1988-10-09","DEMISSION","0","UNIQUE"
"PLM_1528451","ROSSI",NULL,NULL,"ANDRE",NULL,NULL,NULL,"M","1921-05-13","1994-08-22","REPRESENTANT AU PARLEMENT EUROPEEN","1984-07-24","1986-09-05","DEPUTE NATIONAL","0","UNIQUE"
"PLM_1529186","LOO",NULL,NULL,"CHARLES EMILE",NULL,NULL,NULL,"M","1922-03-04","2016-08-20","REPRESENTANT AU PARLEMENT EUROPEEN","1984-07-24","1989-07-24","","0","UNIQUE"
"PLM_1530052","DE MARCH RONCO",NULL,NULL,"DANIELLE",NULL,NULL,NULL,"F","1939-08-06",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-07-24","1989-07-24","","0","UNIQUE"
"PLM_1528173","BACHY",NULL,NULL,"JEAN PAUL",NULL,NULL,NULL,"M","1937-03-30",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1984-07-24","1988-06-23","DEPUTE NATIONAL","0","UNIQUE"
"RNE_0000734","MARLEIX",NULL,NULL,"ALAIN",NULL,NULL,NULL,"M","1946-01-02",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1985-05-01","1989-06-17","FM","0","UNIQUE"
"RNE_0000758","BLUM",NULL,NULL,"ROLAND",NULL,NULL,NULL,"M","1945-07-12",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1986-03-20","1989-06-17","FM","0","UNIQUE"
"EUR_0001021","LATAILLADE",NULL,NULL,"PIERRE",NULL,NULL,NULL,"M","1933-04-27",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1986-03-20","1989-06-17","","0","UNIQUE"
"RNE_0000273","VANLERENBERGHE",NULL,NULL,"JEAN MARIE",NULL,NULL,NULL,"M","1939-03-29",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1986-03-20","1989-06-17","FM","0","UNIQUE"
"EUR_0001650","GAUTHIER",NULL,NULL,"ROGER",NULL,NULL,NULL,"M","1934-12-05",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1986-03-20","1989-06-17","FM","0","UNIQUE"
"EUR_0001756","BRUNE",NULL,NULL,"PAULIN",NULL,NULL,NULL,"M","1946-07-24",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1986-04-02","1986-06-30","DV","0","UNIQUE"
"EUR_0001736","DEVEZE",NULL,NULL,"GILBERT",NULL,NULL,NULL,"M","1921-06-21",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1986-04-16","1989-06-17","FM","0","UNIQUE"
"EUR_0001667","GOGUILLOT",NULL,NULL,"ROLAND",NULL,NULL,NULL,"M","1919-04-13",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1986-04-16","1989-06-17","FM","0","UNIQUE"
