"Elu_IdIndividu","NomDeNaissance","NomMarital1","NomMarital2","Prenom","Prénom2","Prénom3","Dit","Sexe","DateNaissance","DateDeces","TypeMandat","DateDebutMandat","DateFinMandat","MotifFinMandat","CodeTerritoire","NomTerritoire"
"RNE_0000067","ONESTA",NULL,NULL,"GERARD",NULL,NULL,NULL,"M","1960-08-05",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1991-12-11","1994-06-11","","0","UNIQUE"
"RNE_0839318","CHICHEREAU DINGUIRARD",NULL,NULL,"MARGUERITE MARIE",NULL,NULL,NULL,"F","1948-07-10",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1991-12-11","1994-06-11","FM","0","UNIQUE"
"RNE_0000048","ISLER BEGUIN",NULL,NULL,"MARIE ANNE",NULL,NULL,NULL,"F","1956-06-30",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1991-12-11","1994-06-11","FM","0","UNIQUE"
"EUR_0001835","CONAN",NULL,NULL,"RENEE",NULL,NULL,NULL,"F","1938-02-11","1992-07-02","REPRESENTANT AU PARLEMENT EUROPEEN","1991-12-11","1992-07-05","DC","0","UNIQUE"
"EUR_0001834","BOISSIERE",NULL,NULL,"BRUNO",NULL,NULL,NULL,"M","1956-09-22",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1991-12-12","1994-06-11","","0","UNIQUE"
"EUR_0001831","FREMION",NULL,NULL,"YVES",NULL,NULL,NULL,"M","1947-06-14",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1991-12-20","1994-06-11","FM","0","UNIQUE"
"RNE_0000253","FRIMAT",NULL,NULL,"BERNARD",NULL,NULL,NULL,"M","1940-10-12",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1992-04-03","1994-06-11","FM","0","UNIQUE"
"EUR_0001710","DEBATISSE",NULL,NULL,"MICHEL",NULL,NULL,NULL,"M","1929-04-01","1997-06-11","REPRESENTANT AU PARLEMENT EUROPEEN","1992-04-06","1994-06-11","FM","0","UNIQUE"
"RNE_0096635","ARCHIMBAUD",NULL,NULL,"ALINE",NULL,NULL,NULL,"F","1948-11-02",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1992-07-06","1994-06-11","","0","UNIQUE"
"EUR_0001871","SOULIER",NULL,NULL,"ANDRE",NULL,NULL,NULL,"M","1933-10-18",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1992-08-14","1994-06-11","FM","0","UNIQUE"
"EUR_0001872","FROMENT MEURICE",NULL,NULL,"FRANCOIS",NULL,NULL,NULL,"M","1949-05-08",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1992-09-05","1994-06-11","FM","0","UNIQUE"
"RNE_0000273","VANLERENBERGHE",NULL,NULL,"JEAN MARIE",NULL,NULL,NULL,"M","1939-03-29",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1993-03-31","1994-06-11","FM","0","UNIQUE"
"EUR_0001692","FOURCANS",NULL,NULL,"ANDRE",NULL,NULL,NULL,"M","1946-03-07",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1993-03-31","1994-06-11","","0","UNIQUE"
"EUR_0001703","DELOROZOY",NULL,NULL,"ROBERT",NULL,NULL,NULL,"M","1922-05-23",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1993-03-31","1994-06-11","FM","0","UNIQUE"
"RNE_0001088","ABELIN",NULL,NULL,"JEAN PIERRE",NULL,NULL,NULL,"M","1950-09-03",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1993-03-31","1994-06-11","FM","0","UNIQUE"
"PLM_1530054","DELOROZOY",NULL,NULL,"ROBERT",NULL,NULL,NULL,"M","1922-05-24",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1993-04-01","1994-07-18","","0","UNIQUE"
"EUR_0001878","DE GAULLE",NULL,NULL,"CHARLES",NULL,NULL,NULL,"M","1948-09-25",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1993-04-17","1994-06-11","FM","0","UNIQUE"
"EUR_0001741","DE BREMOND D ARS",NULL,NULL,"GEORGES",NULL,NULL,NULL,"M","1944-04-20",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1993-04-17","1994-06-11","","0","UNIQUE"
"RNE_0144180","PINTON",NULL,NULL,"MICHEL",NULL,NULL,NULL,"M","1937-12-23",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1993-04-17","1994-06-11","","0","UNIQUE"
"EUR_0001877","CHESA",NULL,NULL,"RAYMOND",NULL,NULL,NULL,"M","1937-02-10","2005-01-11","REPRESENTANT AU PARLEMENT EUROPEEN","1993-04-17","1994-06-11","FM","0","UNIQUE"
"EUR_0001656","GUERMEUR",NULL,NULL,"GUY",NULL,NULL,NULL,"M","1930-01-11",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1993-04-18","1994-06-11","","0","UNIQUE"
"RNE_0001978","HEIDER",NULL,NULL,"JEAN PAUL",NULL,NULL,NULL,"M","1939-02-13",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1993-06-10","1994-06-11","FM","0","UNIQUE"
"RNE_0052113","CAYET",NULL,NULL,"JANINE",NULL,NULL,NULL,"F","1943-05-24",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1993-06-18","1994-06-11","FM","0","UNIQUE"
"RNE_0801238","QUERBES",NULL,NULL,"JEAN",NULL,NULL,NULL,"M","1947-10-08",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-02-12","1994-06-11","","0","UNIQUE"
"RNE_0045374","MOSCOVICI",NULL,NULL,"PIERRE",NULL,NULL,NULL,"M","1957-09-16",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1997-06-05","NOMME AU GOUVERNEMENT","0","UNIQUE"
"RNE_0001133","GUIGOU",NULL,NULL,"ELISABETH",NULL,NULL,NULL,"F","1946-08-06",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1997-06-05","NOMME AU GOUVERNEMENT","0","UNIQUE"
"RNE_0574602","BREDIN",NULL,NULL,"FREDERIQUE",NULL,NULL,NULL,"F","1956-11-02",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1996-07-19","DEMISSION","0","UNIQUE"
"RNE_0094535","BERNARD REYMOND",NULL,NULL,"PIERRE",NULL,NULL,NULL,"M","1944-01-16",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0001083","DE VILLIERS",NULL,NULL,"PHILIPPE",NULL,NULL,NULL,"M","1949-03-25",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1997-06-16","DEPUTE NATIONAL","0","UNIQUE"
"RNE_0147839","FABRE AUBRESPY",NULL,NULL,"HERVE",NULL,NULL,NULL,"M","1956-07-20",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0160746","DES PLACES",NULL,NULL,"EDOUARD",NULL,NULL,NULL,"M","1940-01-20",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0845021","RAFFARIN",NULL,NULL,"JEAN PIERRE",NULL,NULL,NULL,"M","1948-08-03",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1995-05-18","NOMME AU GOUVERNEMENT","0","UNIQUE"
"RNE_0000653","MAMERE",NULL,NULL,"NOEL",NULL,NULL,NULL,"M","1948-12-25",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1997-08-11","DEPUTE NATIONAL","0","UNIQUE"
"RNE_0838005","FONTAINE",NULL,NULL,"NICOLE",NULL,NULL,NULL,"F","1942-01-16",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0000919","LANG",NULL,NULL,"JACK",NULL,NULL,NULL,"M","1939-09-02",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1997-08-01","DEPUTE NATIONAL","0","UNIQUE"
"RNE_0837980","LE PEN",NULL,NULL,"JEAN MARIE",NULL,NULL,NULL,"M","1928-06-20",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0336802","CABROL",NULL,NULL,"CHRISTIAN",NULL,NULL,NULL,"M","1925-09-16",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0833985","ALDO",NULL,NULL,"BLAISE",NULL,NULL,NULL,"M","1951-02-04",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0584032","TRAUTMANN",NULL,NULL,"CATHERINE",NULL,NULL,NULL,"F","1951-01-15",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1997-06-05","NOMME AU GOUVERNEMENT","0","UNIQUE"
"RNE_0027694","BAZIN",NULL,NULL,"JEAN PIERRE",NULL,NULL,NULL,"M","1947-12-01",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0831396","LE RACHINEL",NULL,NULL,"FERNAND",NULL,NULL,NULL,"M","1942-06-04",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0034738","BAGGIONI",NULL,NULL,"JEAN",NULL,NULL,NULL,"M","1939-08-09",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0011532","HERMANGE",NULL,NULL,"MARIE THERESE",NULL,NULL,NULL,"F","1947-09-17",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0003392","MEGRET",NULL,NULL,"BRUNO",NULL,NULL,NULL,"M","1949-04-04",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0002084","STRIBY",NULL,NULL,"FREDERIC",NULL,NULL,NULL,"M","1943-06-09",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0001157","PIQUET",NULL,NULL,"RENE",NULL,NULL,NULL,"M","1932-10-23",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1997-04-30","DEMISSION","0","UNIQUE"
"RNE_0959460","PRADIER",NULL,NULL,"PIERRE",NULL,NULL,NULL,"M","1948-03-16",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","FM","0","UNIQUE"
"RNE_1501530","GROSSETETE",NULL,NULL,"FRANCOISE",NULL,NULL,NULL,"F","1946-05-17",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0000041","GOLLNISCH",NULL,NULL,"BRUNO",NULL,NULL,NULL,"M","1950-01-28",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","FM","0","UNIQUE"
"EUR_0001213","HORY",NULL,NULL,"JEAN FRANCOIS",NULL,NULL,NULL,"M","1949-05-15",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0001193","HERSANT",NULL,NULL,"ROBERT",NULL,NULL,NULL,"M","1920-01-31","1996-04-21","REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1996-04-21","DECES","0","UNIQUE"
"RNE_0904755","BERNARDINI",NULL,NULL,"FRANCOIS",NULL,NULL,NULL,"M","1953-08-24",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0001022","LE CHEVALLIER",NULL,NULL,"JEAN MARIE",NULL,NULL,NULL,"M","1936-11-22",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0169458","GALLAND",NULL,NULL,"YVES",NULL,NULL,NULL,"M","1953-04-28",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1995-05-18","DV","0","UNIQUE"
"RNE_0118343","JACOB",NULL,NULL,"CHRISTIAN",NULL,NULL,NULL,"M","1966-10-05",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1997-09-01","DV","0","UNIQUE"
"EUR_0001158","SAINJON",NULL,NULL,"ANDRE",NULL,NULL,NULL,"M","1943-07-23",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0002213","GOLDSMITH",NULL,NULL,"JIMMY",NULL,NULL,NULL,"M","1933-02-26","1997-07-18","REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1997-07-19","DECES","0","UNIQUE"
"EUR_0002239","FOUQUE",NULL,NULL,"ANTOINETTE",NULL,NULL,NULL,"F","1936-10-01","2014-02-20","REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_1177455","BAUDIS",NULL,NULL,"DOMINIQUE",NULL,NULL,NULL,"M","1947-04-14",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1997-10-02","DEMISSION","0","UNIQUE"
"RNE_1501533","BERES",NULL,NULL,"PERVENCHE",NULL,NULL,NULL,"F","1957-03-10",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0001068","PERY",NULL,NULL,"NICOLE",NULL,NULL,NULL,"F","1943-05-15",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1997-07-16","DEPUTE NATIONAL","0","UNIQUE"
"EUR_0001133","AINARDI",NULL,NULL,"SYLVIANE",NULL,NULL,NULL,"F","1947-12-19",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0001160","VERWAERDE",NULL,NULL,"YVES",NULL,NULL,NULL,"M","1947-05-16",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0001027","COT",NULL,NULL,"JEAN PIERRE",NULL,NULL,NULL,"M","1937-09-23",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","FM","0","UNIQUE"
"RNE_1519893","BOURLANGES",NULL,NULL,"JEAN LOUIS",NULL,NULL,NULL,"M","1946-07-13",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_1157197","DE ROSE",NULL,NULL,"MARIE FRANCE",NULL,NULL,NULL,"F","1943-04-25",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_1108107","D ABOVILLE",NULL,NULL,"GERARD",NULL,NULL,NULL,"M","1945-09-05",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0169991","DOMENECH DIANA",NULL,NULL,"MIREILLE",NULL,NULL,NULL,"F","1949-01-08",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","FM","0","UNIQUE"
"RNE_0000649","MARTIN",NULL,NULL,"PHILIPPE",NULL,NULL,NULL,"M","1953-11-22",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","FM","0","UNIQUE"
"RNE_1499421","DARY",NULL,NULL,"MICHEL",NULL,NULL,NULL,"M","1945-09-20",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_1461926","GUINEBERTIERE",NULL,NULL,"ARMELLE",NULL,NULL,NULL,"F","1944-07-27",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0001978","KOUCHNER",NULL,NULL,"BERNARD",NULL,NULL,NULL,"M","1939-11-01",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1997-06-05","NOMME AU GOUVERNEMENT","0","UNIQUE"
"EUR_0001205","PASTY",NULL,NULL,"JEAN CLAUDE",NULL,NULL,NULL,"M","1937-06-15","2013-02-21","REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0001206","POMPIDOU",NULL,NULL,"ALAIN",NULL,NULL,NULL,"M","1942-04-05",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0001211","BLOT",NULL,NULL,"YVAN",NULL,NULL,NULL,"M","1948-06-29",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0001741","DE BREMOND D ARS",NULL,NULL,"GEORGES",NULL,NULL,NULL,"M","1944-04-20",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","DEMISSION","0","UNIQUE"
"EUR_0001871","SOULIER",NULL,NULL,"ANDRE",NULL,NULL,NULL,"M","1933-10-18",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0001877","CHESA",NULL,NULL,"RAYMOND",NULL,NULL,NULL,"M","1937-02-10","2005-01-11","REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0001878","DE GAULLE",NULL,NULL,"CHARLES",NULL,NULL,NULL,"M","1948-09-25",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0001979","DARRAS",NULL,NULL,"DANIELLE",NULL,NULL,NULL,"F","1943-12-22",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0001987","LINDEPERG",NULL,NULL,"MICHELE",NULL,NULL,NULL,"F","1941-09-20",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0002011","CARRERE D ENCAUSSE",NULL,NULL,"HELENE",NULL,NULL,NULL,"F","1929-07-06",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0002018","DONNAY",NULL,NULL,"JACQUES",NULL,NULL,NULL,"M","1925-01-07",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0002020","SCHAFFNER",NULL,NULL,"ANNE MARIE",NULL,NULL,NULL,"F","1945-05-31",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0002028","STASI",NULL,NULL,"BERNARD",NULL,NULL,NULL,"M","1930-07-04","2011-05-04","REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1998-04-24","DEMISSION","0","UNIQUE"
"EUR_0002061","STIRBOIS",NULL,NULL,"MARIE FRANCE",NULL,NULL,NULL,"F","1944-11-11","2006-04-16","REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0002076","LE GALLOU",NULL,NULL,"JEAN YVES",NULL,NULL,NULL,"M","1948-10-04",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0002080","MOREAU",NULL,NULL,"GISELE",NULL,NULL,NULL,"F","1941-06-30",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0002083","PAILLER",NULL,NULL,"ALINE",NULL,NULL,NULL,"F","1955-07-27",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0002127","TAPIE",NULL,NULL,"BERNARD",NULL,NULL,NULL,"M","1943-01-26",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1997-02-04","DEMISSION","0","UNIQUE"
"EUR_0002130","LALUMIERE",NULL,NULL,"CATHERINE",NULL,NULL,NULL,"F","1935-08-03",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0002204","BEBEAR",NULL,NULL,"JEAN PIERRE",NULL,NULL,NULL,"M","1942-09-23",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0002214","JEAN PIERRE",NULL,NULL,"THIERRY",NULL,NULL,NULL,"M","1955-07-27",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0002216","SEILLIER",NULL,NULL,"FRANCOISE",NULL,NULL,NULL,"F","1945-01-30",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0002220","POISSON",NULL,NULL,"ANNE CHRISTINE",NULL,NULL,NULL,"F","1955-12-29",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0002237","BARTHET MAYER",NULL,NULL,"CHRISTINE",NULL,NULL,NULL,"F","1948-12-22",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0002238","CASTAGNEDE",NULL,NULL,"BERNARD",NULL,NULL,NULL,"M","1944-11-07",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0002242","SAINT PIERRE",NULL,NULL,"DOMINIQUE",NULL,NULL,NULL,"M","1940-11-10",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0002243","LEPERRE VERRIER",NULL,NULL,"ODILE",NULL,NULL,NULL,"M","1950-10-18",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0000009","BERTHU",NULL,NULL,"GEORGES",NULL,NULL,NULL,"M","1950-05-14",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0000016","CAUDRON",NULL,NULL,"GERARD",NULL,NULL,NULL,"M","1945-02-27",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0000025","DECOURRIERE",NULL,NULL,"FRANCIS",NULL,NULL,NULL,"M","1936-11-22",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0000055","LANG",NULL,NULL,"CARL",NULL,NULL,NULL,"M","1957-09-20",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0000061","MARTINEZ",NULL,NULL,"JEAN CLAUDE",NULL,NULL,NULL,"M","1945-07-30",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0000073","ROCARD",NULL,NULL,"MICHEL",NULL,NULL,NULL,"M","1930-08-23","2016-07-02","REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0000080","SOUCHET",NULL,NULL,"DOMINIQUE",NULL,NULL,NULL,"M","1946-07-09",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0000088","WURTZ",NULL,NULL,"FRANCIS",NULL,NULL,NULL,"M","1948-01-03",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"EUR_0001167","HERZOG",NULL,NULL,"PHILIPPE",NULL,NULL,NULL,"M","1940-03-06",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"RNE_0042279","LAIGNEL",NULL,NULL,"ANDRE",NULL,NULL,NULL,"M","1942-12-04",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","FM","0","UNIQUE"
"EUR_0001209","ANTONY",NULL,NULL,"BERNARD",NULL,NULL,NULL,"M","1944-11-28",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","FM","0","UNIQUE"
"RNE_0000806","TAUBIRA DELANNON",NULL,NULL,"CHRISTIANE",NULL,NULL,NULL,"F","1952-02-02",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-06-12","1999-06-12","","0","UNIQUE"
"PLM_1528790","COT",NULL,NULL,"JEAN PIERRE",NULL,NULL,NULL,"M","1937-10-23",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-07-19","1999-07-19","","0","UNIQUE"
"PLM_1528177","GOLLNISCH",NULL,NULL,"BRUNO",NULL,NULL,NULL,"M","1950-01-25",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-07-19","1999-07-19","","0","UNIQUE"
"RNE_0000865","MARTIN",NULL,NULL,"PHILIPPE",NULL,NULL,NULL,"M","1949-04-28",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-07-19","1999-07-19","","0","UNIQUE"
"RNE_0539949","JACOB",NULL,NULL,"CHRISTIAN",NULL,NULL,NULL,"M","1959-12-04",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-07-19","1997-08-31","DEPUTE NATIONAL","0","UNIQUE"
"PLM_1530058","ANTONY",NULL,NULL,"BERNARD",NULL,NULL,NULL,"M","1914-11-28",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-07-19","1999-07-19","","0","UNIQUE"
"RNE_0336792","GALLAND",NULL,NULL,"YVES",NULL,NULL,NULL,"M","1941-03-08",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-07-19","1995-05-18","NOMME AU GOUVERNEMENT","0","UNIQUE"
"PLM_1530062","ELMALAN",NULL,NULL,"MIREILLE",NULL,NULL,NULL,"F","1949-01-08",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-07-19","1999-07-19","","0","UNIQUE"
"PLM_1530068","PRADIER",NULL,NULL,"PIERRE",NULL,NULL,NULL,"M","1933-07-02",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-07-19","1999-07-19","","0","UNIQUE"
"PLM_1528581","LAIGNEL",NULL,NULL,"ANDRE",NULL,NULL,NULL,"M","1942-10-04",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1994-07-19","1999-07-19","","0","UNIQUE"
"EUR_0002256","GIANSILY",NULL,NULL,"JEAN ANTOINE",NULL,NULL,NULL,"M","1947-02-08",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1995-05-19","1999-06-12","FM","0","UNIQUE"
"EUR_0001194","NORDMANN",NULL,NULL,"JEAN THOMAS",NULL,NULL,NULL,"M","1946-02-16",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1995-05-19","1999-06-12","FM","0","UNIQUE"
"EUR_0001692","FOURCANS",NULL,NULL,"ANDRE",NULL,NULL,NULL,"M","1946-03-07",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1996-04-22","1999-06-12","FM","0","UNIQUE"
"RNE_0000015","CARLOTTI",NULL,NULL,"MARIE ARLETTE",NULL,NULL,NULL,"F","1952-01-21",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1996-07-20","1999-06-12","FM","0","UNIQUE"
